# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 18:42:55 2024
#
# User preference: *
#
# CONSTRAINT:  order by tfopwg_disp asc
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
toi,tid,tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
3670.01,331854794,PC,18.6696590,57.0776930,17.2540000,-8.5670000,2459882.9863550,2.1947767,2.1045072,7174.2096180,13.7928815,899.1857327,1396.6323632,12.8464000,477.1900000,5601.5000000,4.3900000,1.0523400
3671.01,312345863,PC,12.4075780,56.0015510,-1.9360000,-9.6550000,2459883.5473130,1.7267432,1.6496023,14606.7055133,20.1962680,2687.8131606,1836.4094485,12.9892000,749.2900000,5972.0000000,4.1800000,1.4128900
3673.01,452964680,PC,8.7225690,54.7435140,1.3720000,-2.9940000,2459882.6275440,2.2388670,3.0399336,19240.3563594,18.0465204,1332.2553333,1540.8721880,13.2514000,653.9520000,5615.0000000,4.2100000,1.2917900
3674.01,308613965,PC,23.8771310,50.9878010,4.0120000,-0.9220000,2459909.4039070,4.4619426,3.2320000,10390.0000000,13.0569000,399.2700000,1245.0000000,13.1280000,727.2820000,5854.0000000,4.2000000,1.3600000
3675.01,34646336,PC,45.2046180,27.3196500,4.4260000,-21.1250000,2459520.8033900,5.9577600,4.6499314,11752.8544254,12.1393329,218.5806799,980.6695548,13.4326000,555.9390000,5219.0000000,4.2900000,1.1224900
3676.01,302470965,PC,41.9461410,49.4104350,0.9560000,-7.0470000,2459883.1743560,1.9337594,1.9036639,9735.8420071,,1082.6450754,1462.9897243,13.3318000,,4828.4000000,,
3678.01,34551972,PC,44.2333040,28.7714750,-6.6900000,-1.2710000,2459885.4462290,4.8542148,5.5882060,7842.3157995,18.9133256,2370.8794126,1779.7012929,10.5873000,499.2550000,7259.3000000,4.0300000,2.0394399
3679.01,285354178,PC,36.1267140,35.5283210,31.8570000,-3.1120000,2459885.8434280,5.9666253,2.8305767,18390.1162180,12.0716700,153.0427119,897.0629349,12.8397000,391.9820000,5418.0000000,4.5100000,0.8884340
3682.01,28961316,PC,50.2752270,25.2972660,34.9430000,-18.4640000,2459522.0025710,3.3462671,3.6250000,4070.0000000,12.1727000,711.3190000,1438.0000000,11.3186000,404.2110000,5501.0000000,3.8600000,1.9100000
3683.01,264912889,PC,40.9583030,54.7803980,-0.5740000,-7.2910000,2459907.8427830,1.3697115,1.9510000,3867.0000000,20.6045000,18782.0000000,3261.0000000,11.4374000,685.2490000,7321.3000000,3.9900000,2.1500000
3685.01,252118701,PC,15.7543280,57.8790110,-3.7700000,0.2360000,2459883.7250790,4.9772766,3.1465256,11274.7126433,12.9531910,437.5892633,1166.5044878,13.2757000,651.5580000,5785.0000000,4.2900000,1.2077200
3686.01,13533330,PC,36.9005630,59.9527210,-13.8580000,-3.4510000,2459884.3472940,5.0778064,3.6413963,14469.3182017,14.9343184,340.2177584,1095.3653389,11.2381000,255.8030000,5262.0000000,4.2000000,1.2434700
3687.01,250803548,PC,34.0183030,53.1083350,-17.8380000,-17.4700000,2459907.5614040,4.4543921,6.1860000,18251.0000000,,1324.6400000,1680.0000000,13.3901000,907.4500000,5854.0000000,,
3689.01,241135327,PC,30.3679060,48.6365240,5.5830000,-4.8240000,2459909.2914980,2.4145007,2.2720000,7472.5714594,15.7019000,1150.7700000,1622.0000000,13.1033000,1043.1500000,6391.0000000,4.1000000,1.6700000
369.01,175482273,PC,351.2293970,-38.1607920,43.2500000,-2.9100000,2459108.3788010,5.4640119,2.9280000,3785.0000000,,,,9.1692000,126.3600000,,,
3690.01,240989628,PC,19.6702170,52.6994360,19.1200000,-3.4620000,2459896.9429640,10.0755592,1.0660000,5820.0000000,8.1690000,4.4805000,405.0000000,11.9017000,219.8290000,4798.6000000,4.3600000,0.9700000
3691.01,240959810,PC,18.7730670,53.1176870,-1.3370000,-5.1540000,2459884.5241590,3.3405566,3.5226837,10247.2259360,13.5165663,1267.2056889,1521.7087156,12.6772000,607.4980000,6702.0000000,4.3600000,1.3028500
3692.01,240864953,PC,16.8137470,53.6717810,-0.5810000,-1.2150000,2459885.3673320,3.3207157,5.8349337,16931.9264315,,526.4782391,1221.7007933,13.3538000,1182.3900000,5218.2000000,,
3694.01,470822809,PC,23.4321870,59.4256040,-7.0190000,-19.9900000,2458812.9512180,2.5400911,1.6680000,4260.0000000,5.0068300,102.5290000,886.0000000,12.6639000,188.2260000,4245.0000000,4.4900000,0.7700000
3696.01,202872757,PC,36.7190780,45.0379630,6.1890000,-6.4840000,2459885.1058820,4.4231558,4.4310452,5455.6241725,14.0981617,1421.6916309,1566.1058120,12.4838000,866.8350000,6120.1000000,3.9600000,1.8644600
3698.01,266425782,PC,87.8839810,36.7873000,2.5240000,-14.1100000,2459911.9431190,2.3467263,4.2923576,6652.2691917,15.2126883,3021.6682115,1890.9560870,12.4880000,741.9700000,6121.8000000,4.0000000,1.7804400
3699.01,266401846,PC,60.9374130,50.2362050,2.3780000,-3.8380000,2459912.2792320,3.0423931,2.7491505,10703.7246212,18.1780385,2668.9183266,1833.1734999,12.7775000,770.9470000,7046.0000000,4.1900000,1.6576800
370.01,251855940,PC,8.6596790,-32.1665780,1.3970000,-11.5950000,2459090.7350930,4.0463709,3.0383534,27706.6329031,18.1541478,446.0901861,1172.1290154,13.5134000,748.2270000,5805.0000000,4.4100000,1.0548600
3700.01,417676091,PC,82.2508580,68.4814050,-2.4700000,1.8870000,2459910.7685500,4.4184666,3.1660974,11933.8817966,12.4431789,526.2830613,1221.5875493,12.8166000,600.8060000,6166.0000000,4.4100000,1.1199900
3701.01,266213232,PC,60.3629350,49.2652490,1.6660000,-10.5990000,2459911.3327920,4.2605739,2.5821706,20069.2666289,15.3220568,359.3500241,1110.4504109,13.4313000,514.5260000,5457.0000000,4.3500000,1.0759000
3702.01,385400633,PC,49.1023990,58.2877440,-3.7560000,-4.2500000,2459907.0984700,2.2842184,1.0700000,8675.0000000,,108.3950000,898.0000000,12.4434000,,4930.6000000,,
3703.01,260962960,PC,76.0923960,44.3341070,1.8760000,-5.6300000,2459913.3436610,3.8895137,4.2565839,6698.2035913,19.3333468,2845.7422062,1862.8103332,12.3653000,786.9660000,6530.0000000,3.8700000,2.2370601
3704.01,367616146,PC,72.2471990,44.4194310,13.2830000,-2.5150000,2459911.3487410,1.3944879,1.8149062,12737.5470330,18.0998636,1298.1724908,1530.9212454,13.3088000,475.2060000,5483.9000000,4.4500000,0.9650590
3706.01,252430813,PC,76.8252240,59.7295510,-1.9810000,-6.3610000,2459910.8728810,4.3701795,3.7808822,15001.3632154,15.4523265,772.6493902,1344.6689175,13.4223000,740.1100000,6647.1000000,4.4000000,1.2306700
3707.01,366311757,PC,75.9523920,31.6578740,0.2030000,-4.9300000,2459914.2576610,4.9107194,4.4450000,8240.0000000,14.9335000,838.9210000,1499.0000000,13.2097000,755.5520000,6302.0000000,4.0900000,1.6600000
3708.01,251652214,PC,46.1554550,59.3569260,22.4770000,-6.9540000,2459902.9818300,7.2729900,4.3230000,13820.0000000,13.3662000,178.2980000,1018.0000000,11.9786000,313.9080000,5400.0000000,4.3000000,1.1300000
3709.01,356322454,PC,67.7953350,59.1595640,2.8900000,-5.5330000,2459911.6359040,3.2509846,2.2931885,10852.3692090,,,,13.3033000,,,,
371.01,156016136,PC,8.9239180,-50.3169670,12.0810000,2.6150000,2459088.5267380,3.4813814,2.2906804,5175.9836967,6.5778157,322.4829107,1080.8027122,12.6635000,383.3180000,5389.0000000,4.4900000,0.9102210
3710.01,174826170,PC,90.8086370,41.6494610,-0.4630000,-7.6430000,2458838.3387840,2.4802272,3.5100000,8420.0000000,15.7506000,2003.0400000,1863.0000000,13.3727000,1137.1900000,6267.0000000,4.0600000,1.7200000
3711.01,355008856,PC,77.1637360,66.5261100,-4.6880000,-7.9860000,2458836.5606200,3.0108217,1.7230000,8840.0000000,18.2459000,273.5960000,1133.0000000,13.3125000,1158.6400000,5983.0000000,3.9300000,1.8900000
3712.01,354442783,PC,89.2436960,36.3581150,13.0300000,-15.8820000,2459910.6901610,1.5224706,1.3423331,8545.4542713,7.5317400,633.3271919,1279.4602071,13.4418000,360.5090000,4654.3000000,,0.8000000
3713.01,171160885,PC,67.9987590,32.8693830,30.8150000,-11.2860000,2459918.9874090,10.4401778,2.7830000,14120.0000000,11.2253000,27.7794000,639.0000000,12.5021000,224.5130000,4571.1000000,4.4000000,0.8900000
3715.01,354293303,PC,88.8908510,39.1265190,1.5070000,-6.6890000,2459912.3709800,2.4713543,2.3649813,8215.1143339,21.0203111,1837.1071466,1669.7573784,12.9238000,348.6610000,6351.8000000,,2.0498199
3716.01,155351556,PC,68.0058030,36.0124760,-0.4660000,-3.4820000,2458832.5420180,6.0985856,6.7110000,29180.0000000,,486.6030000,1308.0000000,12.3186000,197.5280000,4740.0000000,,
3718.01,417942201,PC,65.7136480,41.1253150,0.4280000,-0.3730000,2458834.6493310,4.2305960,4.2630000,3770.0000000,12.1709000,1263.6100000,1661.0000000,12.1578000,767.8210000,6455.1000000,3.9400000,2.0200000
3719.01,150074121,PC,63.2866610,54.5720950,8.4700000,-10.7020000,2459911.0315170,1.2222265,1.5952613,7777.4504416,13.3612412,6057.9111479,2250.0930300,12.8297000,583.0380000,6629.1000000,4.2400000,1.4781600
3720.01,347051112,PC,60.6966330,39.0413230,6.9480000,-6.3370000,2459913.3211400,4.7378265,1.7442136,3331.6999760,20.9386989,3058.6451322,1896.7147550,11.4343000,487.9040000,6533.0000000,3.7200000,2.6408801
3721.01,143687316,PC,80.6115940,40.4259910,3.0460000,-16.2490000,2459912.1083940,3.5414837,3.1023072,8293.7013894,9.9539729,401.1603262,1141.4298966,12.6975000,416.0050000,5151.0000000,4.3000000,1.0953200
3722.01,346015394,PC,50.3248440,63.7325220,,,2459910.3944520,1.0788649,1.9801943,32197.0916181,18.4561494,2357.2189752,1777.1321825,13.1860000,783.5680000,4920.0000000,,1.3100000
3723.01,3027681,PC,82.2150930,30.2274730,1.1540000,-1.0720000,2459544.6693930,3.9442027,3.2690000,13590.0000000,14.6517000,741.7900000,1453.0000000,13.3025000,787.4460000,6518.1000000,4.3900000,1.2200000
3724.01,143642240,PC,80.4258780,36.2746350,6.7770000,-18.2700000,2458838.1210110,,6.0920000,8780.0000000,13.5121000,549.5910000,1348.0000000,11.7012000,438.2460000,6523.0000000,4.2800000,1.3900000
3726.01,122695048,PC,77.2982770,38.2285720,-14.0730000,-5.0990000,2459912.8313850,4.8416880,2.6872717,26366.6015844,17.8590054,366.4480029,1115.8937351,13.0789000,491.6220000,5925.1000000,4.4300000,1.0474200
3727.01,339207847,PC,84.4797010,64.5454570,0.4030000,1.7400000,2459919.6397500,13.3988634,4.3926223,6620.0882527,12.8019377,230.6263738,993.9098444,11.6439000,461.0370000,6475.0000000,4.2300000,1.4663700
3729.01,322160664,PC,86.5942550,59.5216660,-3.8700000,-1.8870000,2459914.9495130,8.1744382,2.6721445,22628.9295034,,158.3964604,904.8073455,12.9676000,,5051.3000000,,
3730.01,417844678,PC,64.2309180,36.9241120,-1.9420000,-2.5080000,2459910.6345430,2.5404529,4.8434159,15551.1793793,,1605.1782553,1614.3606628,13.1507000,960.1680000,4837.0000000,,
3732.01,321894059,PC,84.6138210,57.0314250,3.4650000,-3.5400000,2458837.4431970,2.9594651,3.8400000,2460.0000000,17.5182000,11520.9000000,2886.0000000,12.4096000,1033.6800000,6633.2000000,3.8400000,2.3500000
3734.01,105135774,PC,79.2856410,53.7234580,-5.3740000,-11.3810000,2459910.4861920,2.1406954,2.9904331,10249.8539419,,1027.4352916,1443.9706616,13.3835000,,4880.9000000,,
3735.01,317252733,PC,55.5901430,58.2953320,-7.0140000,-10.6910000,2459912.0784860,3.3526843,3.9579058,11429.0738935,11.1102207,643.2144362,1284.4248381,11.3032000,278.5970000,6245.0000000,4.5100000,1.0157599
3736.01,98620619,PC,79.7035120,43.8159360,2.4280000,-1.9500000,2459910.6322350,2.2088722,3.1784031,10148.6256372,18.6398394,4483.0852499,2086.9593933,13.3273000,1280.3900000,6876.0000000,4.1000000,1.7947100
3737.01,96074951,PC,72.4271730,35.3016570,-0.1080000,-1.1960000,2459912.4156490,5.5609997,4.2040000,9170.0000000,15.2954000,424.6330000,1264.0000000,11.4963000,324.0050000,5863.0000000,4.0700000,1.5800000
3738.01,312689217,PC,88.9855890,34.2658090,-0.4470000,-9.3130000,2459912.7807230,4.3847509,4.6013867,8796.8047327,16.9084053,1666.4196250,1629.5430654,12.1502000,715.9560000,6806.6000000,4.1200000,1.7557700
3739.01,311441461,PC,86.6359270,51.2425990,2.0070000,-4.8670000,2459911.3542390,3.4471559,3.7435577,9497.7556385,16.6194574,1585.8100690,1609.4687264,13.1072000,962.1150000,6083.0000000,4.0500000,1.6782800
374.01,183675732,PC,358.2274530,-41.7004680,1.9380000,2.9550000,2459091.2246480,5.4820954,4.4375744,8403.0676421,13.3111519,419.3870005,1154.1798573,12.9998000,702.6260000,5719.0000000,4.2300000,1.2819400
3741.01,701926762,PC,81.5782510,47.0737800,-0.5550000,-0.3810000,2458838.0288650,2.0449545,2.7630000,36060.0000000,18.9624000,638.9070000,1400.0000000,13.1002000,452.1500000,5086.8000000,,0.9700000
3743.01,87091417,PC,58.4909450,58.7481050,-1.3800000,3.1650000,2458840.2331560,2.1186344,2.5530000,4200.0000000,,236.1760000,1092.0000000,12.7508000,,3898.0000000,,
3744.01,86075481,PC,60.2738430,67.5076350,1.6430000,-4.4180000,2459911.4293740,3.9010509,4.2743803,3017.5555289,15.3760904,3848.7247292,2008.8567199,12.4084000,938.9390000,6257.0000000,3.6500000,2.7449501
3745.01,666567477,PC,65.6154130,46.5360110,6.4380000,-19.8360000,2458838.1804640,1.6883103,2.6740000,7400.0000000,7.5805000,941.4890000,1543.0000000,13.1464000,343.8850000,4830.0000000,4.4200000,0.9000000
3747.01,647636934,PC,58.9836830,57.8341230,-0.2870000,2.2250000,2459911.5529610,1.5503072,2.3242495,4601.8213120,15.6256420,12362.1726360,2689.3260002,12.5715000,937.2900000,7747.0000000,4.1000000,1.9856800
3748.01,82622707,PC,51.7610320,61.1893310,6.0830000,-4.2660000,2459911.9851680,2.3753009,1.5021940,9683.8865565,14.7510708,1905.0724424,1684.9911465,13.2064000,796.1770000,6087.0000000,4.1800000,1.4331700
3749.01,284174392,PC,68.5394950,32.8069510,6.4030000,-11.7300000,2459911.3467540,1.8751894,2.7980000,9200.0000000,14.0349000,1205.5100000,1641.0000000,13.2474000,639.6410000,5410.0000000,4.0600000,1.5000000
375.01,280097543,PC,47.1499030,-77.3833280,-4.7910000,-4.2800000,2459369.3088890,9.4546447,10.1275918,1360.8544058,12.0307814,161.2910211,908.9129630,10.4471000,396.2130000,5001.6000000,,3.2739301
3750.01,468777766,PC,76.4237730,67.8203180,8.2670000,-20.1180000,2458826.4258620,12.4844641,2.8270000,17130.0000000,8.4948900,7.6520000,463.0000000,12.9865000,156.5040000,3815.0000000,4.6300000,0.6300000
3751.01,284173938,PC,68.6290230,32.4766370,-1.0220000,-5.8250000,2459910.8775620,2.9157041,3.3750000,12630.0000000,13.8344000,1361.8500000,1692.0000000,12.8826000,613.7650000,6400.6000000,4.3900000,1.2000000
3752.01,81597356,PC,46.8118350,64.3953620,,,2459911.5907620,2.8058770,3.7749211,8021.6430656,,659.0694497,1292.2678650,12.8963000,1310.2100000,4879.0000000,,
3754.01,81593515,PC,46.9342080,62.3996800,6.0680000,-4.0710000,2458839.2857140,2.5312823,4.4280000,1320.0000000,11.7709000,9149.7200000,2724.0000000,11.8974000,812.3670000,6170.0000000,3.5600000,2.9800000
3755.01,281196902,PC,69.7472610,66.6712090,-11.4350000,11.5120000,2459914.2449100,5.5438145,2.8714862,7422.7893246,9.2798103,238.5102095,1002.2971444,12.0790000,322.3560000,5354.0000000,4.3400000,1.0760700
3758.01,280254984,PC,41.3236130,69.1062590,0.3710000,-6.7740000,2459736.6874770,3.4177514,3.4150000,10160.0000000,15.3577000,734.2100000,1450.0000000,12.5489000,477.7870000,5868.0000000,4.1000000,1.5200000
376.01,144301273,PC,354.4457600,-42.9663870,35.4420000,-2.4150000,2459062.4522260,2.7509863,1.9989790,10686.8965192,12.6685799,587.6484052,1255.7382989,12.4502000,398.3560000,5317.0000000,4.3400000,1.0711401
3761.01,275703182,PC,48.6699550,66.9207750,17.1630000,-26.4540000,2458812.2284440,25.8944827,2.1360000,27610.0000000,17.6301000,2.6996600,357.0000000,12.8508000,215.4820000,4375.0000000,4.5300000,0.7400000
3762.01,9833284,PC,70.3256410,55.9332540,1.5960000,-14.0410000,2458839.7180320,0.6843601,0.7620000,720.0000000,6.8326900,2045.8900000,1873.0000000,10.6872000,476.1820000,6779.0000000,3.9300000,2.1700000
3763.01,432114158,PC,57.9476850,47.1498940,-1.5740000,-0.9370000,2459910.7682550,2.0042661,3.2004171,8701.8905063,17.4679856,6165.1811066,2259.9883961,12.5159000,855.3520000,7284.0000000,4.1400000,1.8149000
3764.01,275702126,PC,48.7912090,66.5976570,-0.7330000,-6.0360000,2459911.4603850,6.5718534,2.4724722,8510.3680527,17.2374292,150.7938358,893.7491602,12.5944000,502.7310000,4773.0000000,,1.8933700
3765.01,432078760,PC,57.5118050,46.6810420,0.9600000,-0.7420000,2459913.0478070,3.1479532,3.3502554,10550.5908783,17.7455770,2765.4837198,1849.5348804,11.7734000,620.4610000,7298.0000000,4.2300000,1.6394300
3766.01,9830791,PC,70.2420450,57.5077260,-1.6670000,-2.8290000,2458835.3489470,3.5414573,2.8300000,5930.0000000,7.7418200,333.0840000,1190.0000000,13.1021000,451.6660000,5244.0000000,4.4000000,0.9900000
3767.01,274545328,PC,69.4881290,52.7162300,1.8870000,-3.2000000,2459912.4345110,2.3912690,4.0523270,11609.8516701,22.6603860,2834.8466486,1861.0247214,13.4784000,760.8030000,5382.0000000,3.7600000,2.0989001
3768.01,268172361,PC,83.3794620,45.0817170,2.4760000,-1.3830000,2459911.2754630,2.1803154,2.6629308,8016.0263872,18.3770154,6330.1622488,2274.9584022,12.9859000,1309.8400000,7166.0000000,4.0400000,1.9933000
3769.01,428251130,PC,54.8240500,52.8246490,-9.5310000,1.2810000,2458821.0279150,10.3380912,3.9720000,6750.0000000,14.0125000,183.0300000,1024.0000000,10.5375000,276.6320000,6650.0000000,4.1200000,1.7000000
3770.01,8621049,PC,66.3815110,57.8061180,-3.9250000,-3.2690000,2458840.1196770,0.9183768,1.0090000,6480.0000000,7.7093000,660.5790000,1412.0000000,13.4706000,462.3120000,5176.0000000,4.4700000,0.9000000
3771.01,3364732,PC,82.5602590,31.1817460,2.8370000,-8.1430000,2459544.8971580,3.6238883,2.7213997,11272.1708772,16.0179120,1310.8921573,1534.6575873,13.1454000,810.8820000,6717.3000000,4.3000000,1.3952700
3772.01,426319499,PC,86.0434800,36.0806530,7.4810000,-17.2340000,2459912.3168280,4.1689145,2.1905198,7081.4201521,7.3156426,201.8900648,961.3875339,12.6409000,309.1430000,5119.0000000,4.4900000,0.8741190
3773.01,266772500,PC,61.4969520,51.7243230,10.0450000,-6.3910000,2459912.9386130,2.9508097,2.1699793,8878.2030994,19.4435142,1793.3967876,1659.7353595,12.5517000,683.8520000,5823.8000000,3.9900000,1.7074400
3774.01,704012376,PC,95.1605820,43.1653060,7.9250000,0.8200000,2458865.3189870,1.5970752,1.3130000,15510.0000000,,,,13.3678000,609.4870000,,,
3775.01,68850908,PC,107.0823690,34.6744450,-2.0220000,-5.0490000,2459598.3788700,5.3868381,3.2250000,18740.0000000,15.8461000,255.3160000,1113.0000000,13.1657000,696.2570000,5915.0000000,4.3700000,1.1300000
3777.01,802227190,PC,126.8186920,50.7578200,-6.3880000,-3.1210000,2458867.7807070,2.3365744,2.5300000,4580.0000000,9.5132400,1516.7700000,1738.0000000,13.1961000,1028.8900000,6545.0000000,4.2700000,1.4100000
3778.01,53307409,PC,116.7670030,56.7834360,-5.6080000,-1.5740000,2459596.9812430,5.6089886,2.7514799,7494.8820162,8.1185589,173.8254973,926.0791782,13.0221000,429.2680000,5353.3000000,4.4700000,0.9273910
3779.01,742648307,PC,104.7332240,49.9687350,2.7130000,3.3540000,2459937.9582480,1.6180578,1.8204969,17254.7980935,,1373.0847145,1552.5445917,13.4167000,366.2540000,,,
3780.01,468832904,PC,92.6097160,71.4121340,-1.7180000,-1.9620000,2459911.2108760,1.4005340,2.1557558,21150.4535286,15.7147024,1816.6683408,1665.0936382,13.4718000,610.5870000,5765.0000000,4.4000000,1.0605900
3783.01,459755750,PC,133.7056690,55.1341270,-4.1570000,-5.8710000,2459604.1986160,6.1080224,4.6800000,7840.0000000,12.8902000,544.7230000,1345.0000000,12.8426000,854.9870000,6204.0000000,4.1700000,1.4800000
3784.01,339503267,PC,92.8463140,65.7623760,1.6790000,-5.7070000,2459912.0238290,4.9399798,3.2786480,4091.1483436,19.5185922,2577.1829974,1817.2139579,13.2906000,1702.4600000,5646.0000000,3.4800000,3.0218699
3786.01,321250206,PC,95.1211270,58.0941960,7.7460000,-12.0470000,2458865.1444670,2.1040634,1.3800000,3200.0000000,14.9729000,1713.1300000,1792.0000000,12.3433000,632.7560000,5973.3000000,4.1000000,1.5400000
3787.01,457104362,PC,133.0726020,61.9721240,4.1200000,-19.7340000,2459604.3350420,4.8163162,3.5830779,15809.0676843,14.7517560,330.3698152,1087.3512039,13.3980000,620.4130000,5290.0000000,4.2600000,1.1743000
3788.01,312811620,PC,94.4325770,54.3813060,11.4500000,-11.4360000,2458863.8455090,3.0923729,3.0610000,7200.0000000,15.1739000,1605.6600000,1763.0000000,11.3321000,516.6430000,6510.2000000,4.0700000,1.7600000
3789.01,453410966,PC,115.0843610,49.0786070,-1.2460000,-15.7660000,2459602.9735280,4.1200040,1.9086349,13334.2651359,10.4236143,270.6876112,1034.5151246,13.1351000,475.6160000,5497.6000000,4.5100000,0.9028420
3791.01,400432230,PC,295.3877060,56.2178050,-4.6110000,-14.8410000,2459827.0421090,3.1833919,2.0170000,9850.0000000,13.8362000,430.9560000,1269.0000000,11.5787000,476.8310000,6405.0000000,4.2700000,1.3900000
3793.01,29105766,PC,118.1649300,42.7864970,-2.7390000,-5.6160000,2459606.5780070,3.2551315,2.3440735,14394.4055364,17.8868067,1237.4249188,1512.6883561,13.1701000,930.8640000,6433.0000000,4.3000000,1.3329901
3797.01,252912175,PC,104.8409010,48.3028800,-7.8300000,-6.9640000,2459586.2425150,17.6229161,2.9760000,8430.0000000,11.2819000,23.6888000,614.0000000,11.7983000,400.0690000,5973.8000000,4.3100000,1.2100000
3798.01,22683951,PC,124.1149060,47.0219890,6.2390000,-27.3780000,2459604.4366950,2.6797436,2.0292672,9857.9233831,12.2250402,709.9849597,1316.5338707,12.7739000,488.4290000,5573.0000000,4.3700000,1.0755200
3799.01,373614579,PC,114.1885260,44.0515360,18.7990000,-29.0590000,2459605.7746780,8.2064867,2.9678542,29281.2259569,14.6693181,77.9725277,757.8882131,12.7085000,328.0600000,5236.1000000,4.5500000,0.8245690
380.01,100014359,PC,23.2805850,-47.8820840,13.0380000,-6.0110000,2459088.5003230,0.5045539,1.0056629,18806.2299248,18.3768141,6493.5059824,2289.4942693,13.5029000,,5227.0000000,,1.0000000
3800.01,21291176,PC,103.2760840,39.1322780,1.6760000,-1.2620000,2458866.2273240,1.6667559,2.3500000,1730.0000000,5.7391300,3970.5300000,2211.0000000,11.7248000,598.8940000,7189.4000000,4.3500000,1.4000000
3801.01,373612558,PC,114.0108090,47.2581310,-5.5630000,-14.0660000,2459606.4262770,5.8677921,3.4005120,14083.5242428,12.8354727,233.7179242,997.2240750,12.9395000,488.0690000,5565.6000000,4.3900000,1.0433300
3802.01,190250689,PC,98.7815760,45.0276820,25.6510000,-6.6650000,2458866.7493720,1.4658218,1.2940000,8700.0000000,12.9122000,491.4150000,1311.0000000,12.5548000,550.3930000,5586.0000000,4.1700000,1.3600000
3803.01,353498819,PC,107.1738130,38.1810600,2.0580000,-8.0120000,2459603.2380590,2.5492773,2.3010000,3970.0000000,13.2377000,1223.6200000,1647.0000000,12.1957000,1039.3300000,6862.4000000,3.9800000,2.0700000
3804.01,312991501,PC,134.6553520,74.4591830,-4.8580000,-1.2660000,2459747.0582960,3.2905683,2.7899266,18079.6226420,14.6087971,560.3316578,1240.8835851,13.1225000,601.6020000,5689.0000000,4.3900000,1.0620300
3805.01,189852832,PC,94.8996840,42.3135940,11.9540000,-4.2290000,2458860.7006190,3.8960447,2.1500000,13340.0000000,12.1478000,151.2320000,976.0000000,12.7251000,406.4970000,5295.0000000,4.3800000,1.0200000
3809.01,252876117,PC,100.2887380,48.8613780,-7.5780000,-21.1350000,2458867.3469170,3.6346303,2.7280000,25220.0000000,13.6402000,215.4560000,1067.0000000,13.0456000,359.9480000,5058.0000000,4.5100000,0.8500000
3811.01,138475192,PC,95.5492320,83.8611940,32.7200000,-23.3820000,2459912.9762330,2.9594596,0.7060000,2140.0000000,7.7539700,94.5522000,868.0000000,11.4102000,294.6520000,5560.0000000,4.2800000,1.1900000
3812.01,239134248,PC,112.1943860,34.1853550,-0.5450000,-6.9590000,2459602.2309960,3.8850001,2.8815405,18102.2024030,12.1627174,268.0376910,1031.9739072,12.4679000,339.0690000,5382.2000000,4.5100000,0.8931500
3813.01,4605846,PC,118.0600440,31.6469400,0.1340000,-2.9170000,2459582.7478680,3.7178393,3.2818921,11351.1087066,13.8376046,837.7084046,1372.1227584,13.4461000,940.2960000,6268.0000000,4.3400000,1.2358600
3814.01,155873992,PC,139.8384630,66.8032730,-15.1120000,-22.2860000,2459606.1490280,4.9513106,4.1704262,8623.7001528,14.0040077,663.7580626,1294.5600539,12.4988000,595.1410000,5914.0000000,4.1600000,1.4362500
3815.01,149995163,PC,109.3585310,49.8400820,-7.8010000,-9.0770000,2459604.9236010,4.8709815,4.4370000,12380.0000000,21.2108000,611.5980000,1385.0000000,12.3972000,790.3380000,5908.0000000,3.9200000,1.8700000
3816.01,102848207,PC,128.8616320,67.1283690,1.3660000,-6.5840000,2459744.7662280,1.0358225,1.1910000,6610.0000000,10.1292000,1819.3400000,1819.0000000,13.4768000,868.3550000,6180.0000000,4.4000000,1.1400000
3817.01,99572130,PC,107.5047110,70.9763790,-1.0760000,-2.1020000,2459603.7824070,4.8504819,4.9957058,6852.3350469,17.4413086,1660.3166024,1628.0490201,13.1470000,1386.9500000,6313.0000000,3.9000000,2.0589900
