# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 19:37:55 2024
#
# User preference: *
#
# CONSTRAINT:  order by ttv_flag asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disposition:    Archive Disposition
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_dens,ra,dec,sy_dist,sy_vmag
HAT-P-54 b,CONFIRMED,1,1,3.80001000,40.000,,,,,,,2456770.486870,0,1.7980800,4441.00,0.68,,,,4.63,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79991390,10.800,,,,,,,2456774.286000,0,1.7600000,4171.00,0.64,,,,,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79987800,11.800,,,,,,,2456774.286560,0,1.7616000,,0.69,,,,,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79985297,,,,,,,87.040,2458624.814979,0,,4390.00,0.62,0.65,-0.127,-0.902,4.67,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79984700,10.581,578.45060,2.70000,0.660000,,,87.040,2456299.304478,0,,4390.00,0.62,0.65,-0.127,,,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79985340,,,,,,,,2458419.622570,0,,4390.00,0.62,0.65,-0.127,-0.902,4.67,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79985290,,,,,,,,2458864.204750,0,,,,,,,,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-54 b,CONFIRMED,1,1,3.79984510,13.275,,,,22.20,604,,2459544.379501,0,1.4280000,4133.40,0.76,,,,4.49,,99.8979924,25.4824005,143.6510000,13.3980000
HAT-P-56 b,CONFIRMED,1,1,2.79082577,16.737,,,,1998.78,1705,,2459548.173846,0,2.2330146,6635.91,1.47,,,,4.25,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79086200,16.720,,,,,,,2456774.091640,0,2.3136000,,1.44,,,,,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79083000,16.926,734.18730,,,,,82.130,,0,,6566.00,1.47,1.42,0.000,,3.39,0.6300,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79083300,,,,,,,82.600,2456553.616400,0,,6568.00,,,,,4.26,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79083270,16.432,692.86940,0.86000,0.246000,,1840,82.130,2456553.616450,0,2.2711200,6566.00,1.43,1.30,-0.077,,4.24,0.6270,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79082350,,,,,,,,2457700.645600,0,,6566.00,1.43,1.30,-0.077,,4.24,0.6270,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79083270,16.432,603.87700,0.75000,0.290000,,,82.130,2456553.617230,0,,6566.00,1.43,1.30,-0.077,,,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79088210,19.100,,,,,,,2456774.092000,0,2.1900000,6659.00,1.80,,,,,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79096300,17.000,,,,3515.00,,,2456768.508990,0,2.3000000,6863.00,1.88,1.53,,,4.08,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79082479,,,,,,,,2459475.610770,0,,,,,,,,,100.8480137,27.2521823,320.6390000,10.9200000
HAT-P-56 b,CONFIRMED,1,1,2.79082500,,,,,,,82.130,2458459.750230,0,,6566.00,1.43,1.30,-0.077,,4.24,0.6270,100.8480137,27.2521823,320.6390000,10.9200000
HATS-11 b,CONFIRMED,1,1,3.61916130,16.926,270.15550,0.29900,0.340000,,1637,88.310,2456574.965700,0,4.3656000,6060.00,1.44,1.00,-0.390,0.403,4.12,0.4710,289.4007603,-22.3900092,944.6030000,14.0600000
HATS-11 b,CONFIRMED,1,1,3.61918800,18.030,,,,,1596,,2457313.273670,0,,6563.00,1.54,1.33,0.030,,4.19,0.4790,289.4007603,-22.3900092,944.6030000,14.0600000
HATS-11 b,CONFIRMED,1,1,3.61915460,,,,,,,88.300,2457338.608479,0,,6060.00,1.44,1.00,-0.390,0.403,4.12,0.4710,289.4007603,-22.3900092,944.6030000,14.0600000
HATS-11 b,CONFIRMED,1,1,3.61916700,17.700,,,,,,,2457302.416600,0,4.3896000,,1.51,,,,,,289.4007603,-22.3900092,944.6030000,14.0600000
HATS-11 b,CONFIRMED,1,1,3.61916340,16.668,263.79890,0.31500,,,,89.030,2457378.419100,0,4.3684800,5871.00,1.46,1.06,,0.359,4.13,0.4782,289.4007603,-22.3900092,944.6030000,14.0600000
HATS-11 b,CONFIRMED,1,1,3.61919200,10.200,,,,,,,2457313.273660,0,4.4208000,,0.89,,,,,,289.4007603,-22.3900092,944.6030000,14.0600000
HATS-12 b,CONFIRMED,1,1,3.14283470,15.513,759.61370,1.12000,,,,82.270,2457364.665410,0,4.5237600,,,,,,,,289.2024020,-19.3559227,746.1380000,12.8310000
HATS-12 b,CONFIRMED,1,1,3.14284600,8.845,,,,,,83.117,2457301.808430,0,,6235.00,1.29,1.21,0.140,,4.22,,289.2024020,-19.3559227,746.1380000,12.8310000
HATS-12 b,CONFIRMED,1,1,3.14270200,7.760,,,,,1446,,2457311.238760,0,,6357.00,1.17,1.16,-0.100,,4.36,0.2690,289.2024020,-19.3559227,746.1380000,12.8310000
HATS-12 b,CONFIRMED,1,1,3.14283300,15.132,756.43540,1.19000,0.085000,,2097,82.700,2456798.955600,0,4.5576000,6408.00,2.21,1.49,-0.100,0.863,3.92,0.1960,289.2024020,-19.3559227,746.1380000,12.8310000
HATS-12 b,CONFIRMED,1,1,3.14272000,7.800,,,,,,,2457311.238600,0,4.4808000,,1.22,,,,,,289.2024020,-19.3559227,746.1380000,12.8310000
HATS-12 b,CONFIRMED,1,1,3.14281100,5.690,,,,,,,2457301.808880,0,4.5720000,,0.82,,,,,,289.2024020,-19.3559227,746.1380000,12.8310000
HATS-36 b,CONFIRMED,1,1,4.17518600,12.920,,,,,1203,,2457314.463100,0,,5950.00,1.10,1.10,0.150,,4.40,1.1900,291.4787013,-23.2028183,856.4360000,14.3640000
HATS-36 b,CONFIRMED,1,1,4.17523500,12.770,,,,,,,2457301.936940,0,3.4320000,,1.09,,,,,,291.4787013,-23.2028183,856.4360000,14.3640000
HATS-36 b,CONFIRMED,1,1,4.17518700,13.400,,,,,,,2457314.463070,0,3.3792000,,1.15,,,,,,291.4787013,-23.2028183,856.4360000,14.3640000
HATS-36 b,CONFIRMED,1,1,4.17523870,13.843,1022.14128,2.12000,0.105000,561.00,1356,87.610,2457360.390330,0,3.4627200,6149.00,1.16,1.22,0.280,0.215,4.40,1.1180,291.4787013,-23.2028183,856.4360000,14.3640000
HATS-9 b,CONFIRMED,1,1,1.91529800,17.200,,,,,,,2457311.751330,0,3.5592000,,1.94,,,,,,290.8101704,-20.1663771,638.7000000,13.2560000
HATS-9 b,CONFIRMED,1,1,1.91530730,11.938,266.02371,0.85000,0.129000,,1823,86.500,2456124.258960,0,3.4968000,5366.00,1.50,1.03,0.340,0.230,4.09,0.4270,290.8101704,-20.1663771,638.7000000,13.2560000
HATS-9 b,CONFIRMED,1,1,1.91530730,11.938,261.57409,0.84000,0.075000,,,86.500,2456124.259740,0,,5366.00,1.50,1.03,0.340,,,,290.8101704,-20.1663771,638.7000000,13.2560000
HATS-9 b,CONFIRMED,1,1,1.91531100,13.141,259.34928,0.62600,,,,88.940,2457380.702470,0,3.5083200,5494.00,1.58,0.96,,0.312,4.02,0.3439,290.8101704,-20.1663771,638.7000000,13.2560000
HATS-9 b,CONFIRMED,1,1,1.91531960,14.420,,,,,,,2457302.174560,0,3.5496000,,1.59,,,,,,290.8101704,-20.1663771,638.7000000,13.2560000
HATS-9 b,CONFIRMED,1,1,1.91529100,13.850,,,,,1746,,2457311.751400,0,,5599.00,1.56,1.10,0.380,,4.10,0.4510,290.8101704,-20.1663771,638.7000000,13.2560000
HD 106315 b,CONFIRMED,1,2,9.55385000,2.400,,,0.310000,,1146,87.620,2457615.205700,0,3.8160000,6254.00,1.28,1.03,-0.278,0.350,4.23,,183.4724742,-0.3934357,109.3530000,8.9510000
HD 106315 b,CONFIRMED,1,2,9.55237000,2.440,12.60000,4.70000,0.093000,,1153,87.540,2457586.548700,0,3.7750000,6327.00,1.30,1.09,-0.311,,4.25,,183.4724742,-0.3934357,109.3530000,8.9510000
HD 106315 b,CONFIRMED,1,2,9.55804000,2.320,,,,,1046,,2457586.526700,0,3.5000000,6277.00,1.29,1.08,-0.220,,4.25,,183.4724742,-0.3934357,109.3530000,8.9510000
HD 106315 b,CONFIRMED,1,2,9.55451500,2.329,,,,,,88.504,2457586.543400,0,,6321.00,1.27,1.12,-0.230,,4.19,,183.4724742,-0.3934357,109.3530000,8.9510000
HD 106315 b,CONFIRMED,1,2,9.55210000,2.230,,,,240.00,,88.400,2457605.652100,0,3.9600000,6290.00,1.18,1.07,-0.240,0.290,4.29,,183.4724742,-0.3934357,109.3530000,8.9510000
HD 137496 b,CONFIRMED,1,2,1.62116000,1.310,4.04000,10.49000,0.000000,,2130,85.800,2458039.131700,0,3.2800000,5799.00,1.59,1.04,-0.030,,4.05,0.2590,231.7420543,-16.5090014,155.3170000,9.8990000
HD 137496 c,CONFIRMED,1,2,479.90000000,,,,0.477000,,370,,2458629.210000,0,,5799.00,1.59,1.04,-0.030,,4.05,0.2590,231.7420543,-16.5090014,155.3170000,9.8990000
HD 3167 b,CONFIRMED,1,4,0.95962200,1.600,,,,,,90.200,2457410.692480,0,,5438.00,0.83,,-0.100,,4.60,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.96000000,1.626,5.59000,7.20000,,,,,,0,,5261.00,0.88,0.84,0.040,,4.47,1.7300,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95966500,1.624,,,,,,83.834,2457394.373570,0,,5366.00,0.84,0.89,-0.010,,4.54,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95963200,1.574,5.69000,8.00000,0.000000,,1759,88.600,2457394.374420,0,1.6500000,5286.00,0.83,0.88,0.030,,4.51,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95965428,1.627,4.73000,5.50000,0.100000,,1777,87.590,2458269.578910,0,1.6090000,5300.00,0.87,0.85,0.037,-0.270,4.47,1.8173,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95962400,1.700,,,,,1669,,2457393.415390,0,,5528.00,0.87,0.94,-0.020,,4.53,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95962800,1.557,,,,,1860,88.400,2457394.374500,0,1.6500000,5370.00,0.83,0.88,0.000,,4.52,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95964100,1.670,4.97000,5.60000,0.000000,1650.00,1774,83.400,2457394.374540,0,,5261.00,0.88,0.84,0.040,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95962800,1.800,,,,,,,2457393.414980,0,1.6488000,,0.88,,,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 b,CONFIRMED,1,4,0.95964100,1.700,5.02000,5.60000,0.000000,1625.00,,83.400,2457394.374540,0,1.6220000,5261.00,0.86,0.86,0.040,,4.47,1.9020,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.84649480,2.923,10.67000,2.35000,0.150000,,565,89.421,2458439.605096,0,4.8690000,5300.00,0.87,0.85,0.037,-0.270,4.47,1.8173,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.87522100,2.300,,,,,,90.000,2457454.699020,0,,5438.00,0.83,,-0.100,,4.60,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.84622000,2.740,8.33000,2.21000,0.050000,,548,89.600,2457394.978310,0,4.8100000,5286.00,0.83,0.88,0.030,,4.51,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.84540000,3.010,9.80000,1.97000,0.267000,16.60,,89.300,2457394.978800,0,5.1500000,5261.00,0.86,0.86,0.040,,4.47,1.9020,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,,,,,,,,89.500,,0,,,,,,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.83832000,2.860,,,,,531,,2457394.989840,0,,5528.00,0.87,0.94,-0.020,,4.53,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.83983500,3.000,,,,,,,2457394.988670,0,5.0592000,,0.88,,,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.84540000,2.850,,,,,500,89.270,2457394.978800,0,4.8100000,5370.00,0.83,0.88,0.000,,4.52,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.84498200,2.831,,,,,,89.330,2457394.979550,0,,5366.00,0.84,0.89,-0.010,,4.54,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 c,CONFIRMED,1,4,29.84540000,3.000,11.13000,2.11000,0.060000,16.90,564,89.300,2457394.978800,0,,5261.00,0.88,0.84,0.040,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 d,CONFIRMED,1,4,8.47830000,,,,0.440000,,860,,2457797.160000,0,,5300.00,0.87,0.85,0.037,-0.270,4.47,1.8173,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 d,CONFIRMED,1,4,8.50900000,,,,0.360000,88.90,,,2457806.070000,0,,5261.00,0.86,0.86,0.040,,4.47,1.9020,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 d,CONFIRMED,1,4,8.41120000,,,,0.120000,,,,2457745.370000,0,,5261.00,0.88,0.84,0.040,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 e,CONFIRMED,1,4,96.63000000,,,,0.150000,,,,2457738.430000,0,,5261.00,0.88,0.84,0.040,,,,8.7401487,4.3807215,47.2899000,8.9700000
HD 3167 e,CONFIRMED,1,4,102.09000000,,,,0.600000,,375,,2457643.600000,0,,5300.00,0.87,0.85,0.037,-0.270,4.47,1.8173,8.7401487,4.3807215,47.2899000,8.9700000
HD 80653 b,CONFIRMED,1,2,0.71957300,1.613,5.60000,7.40000,,,,82.100,2458134.424400,0,1.7976000,,1.22,1.18,,0.240,4.34,0.9000,140.3390845,14.3678691,109.8600000,9.4520000
HD 80653 b,CONFIRMED,1,2,0.71957300,1.613,5.72000,7.47000,0.000000,6130.00,2463,82.100,2458134.424400,0,,5959.00,1.22,1.18,0.255,,,,140.3390845,14.3678691,109.8600000,9.4520000
HD 80653 b,CONFIRMED,1,2,0.71957121,1.611,,,,6635.86,2302,,2459526.091298,0,1.7575219,5910.00,1.26,,,,4.27,,140.3390845,14.3678691,109.8600000,9.4520000
HD 80653 b,CONFIRMED,1,2,0.71959700,,,,,,,,2458095.564790,0,1.5336000,6080.00,1.22,,,,4.34,,140.3390845,14.3678691,109.8600000,9.4520000
HD 89345 b,CONFIRMED,1,1,11.81441700,,,,0.200000,,,87.900,2459118.872400,0,,5499.00,1.66,1.12,0.450,0.356,4.04,0.3430,154.6710977,10.1288464,132.3450000,9.3800000
HD 89345 b,CONFIRMED,1,1,11.81417262,6.972,,,,275.64,1039,,2459556.003033,0,5.5649352,5609.00,1.79,,,,3.93,,154.6710977,10.1288464,132.3450000,9.3800000
HD 89345 b,CONFIRMED,1,1,11.81430000,7.398,34.96130,0.47100,0.220000,,1089,87.210,2457913.805200,0,5.7336000,5576.00,1.75,1.16,0.421,0.425,4.02,0.3050,154.6710977,10.1288464,132.3450000,9.3800000
HD 89345 b,CONFIRMED,1,1,11.81399000,6.860,35.70000,0.60900,0.203000,,1053,,2457913.803160,0,,5499.00,1.66,1.12,0.450,0.356,4.04,0.3430,154.6710977,10.1288464,132.3450000,9.3800000
HD 89345 b,CONFIRMED,1,1,11.81430000,7.263,38.45743,0.54700,0.220000,,1068,87.560,2457913.805040,0,5.7072000,5622.00,1.73,1.32,0.436,0.433,4.08,0.3590,154.6710977,10.1288464,132.3450000,9.3800000
HIP 116454 b,CONFIRMED,2,1,9.12050000,2.530,11.82000,4.17000,0.205000,,690,88.430,2456907.890000,0,,5089.00,0.72,0.78,-0.160,,4.59,2.9700,353.9543517,0.4447043,62.4491000,10.1900000
HIP 116454 b,CONFIRMED,2,1,9.12050000,2.466,12.71320,,0.200000,,,88.430,,0,,5089.00,0.72,0.81,-0.160,,4.59,3.0000,353.9543517,0.4447043,62.4491000,10.1900000
HIP 116454 b,CONFIRMED,2,1,9.09490000,2.530,10.10000,3.41000,0.089000,51.40,745,88.430,2456907.887000,0,,5089.00,0.72,0.76,-0.160,,,,353.9543517,0.4447043,62.4491000,10.1900000
HIP 116454 b,CONFIRMED,2,1,9.10041200,2.594,,,,28.64,644,,2460229.092386,0,2.1810000,5013.70,0.77,,,,4.58,,353.9543517,0.4447043,62.4491000,10.1900000
HIP 41378 b,CONFIRMED,1,5,15.57209800,,,,,,,88.800,2457152.281800,0,,6226.00,1.34,1.17,,,,0.6800,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 b,CONFIRMED,1,5,15.57120000,2.900,,,,,,88.400,2457152.284400,0,,6199.00,1.40,1.15,-0.110,,4.18,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 b,CONFIRMED,1,5,15.57185520,2.443,,,,115.21,912,,2460266.657375,0,4.9310000,6352.33,1.31,,,,4.31,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 d,CONFIRMED,1,5,1114.00000000,,,,,,,89.930,2457166.260400,0,,6226.00,1.34,1.17,,,,0.6800,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 d,CONFIRMED,1,5,48.10000000,,,,,,,,2458279.709000,0,12.7100000,6199.00,1.35,1.14,-0.110,,4.20,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 d,CONFIRMED,1,5,278.36180000,,,,0.000000,,,89.810,2459671.527900,0,,,1.28,,,,,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 d,CONFIRMED,1,5,156.00000000,3.960,,,,,,,2457166.262900,0,12.7100000,6199.00,1.40,1.15,-0.110,,4.18,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 e,CONFIRMED,1,5,,,,,,,,89.910,2457142.019400,0,,6226.00,1.34,1.17,,,,0.6800,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 e,CONFIRMED,1,5,131.00000000,5.510,,,,,,,2457142.016560,0,13.0070000,6199.00,1.40,1.15,-0.110,,4.18,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 f,CONFIRMED,1,5,1084.00000000,,,,,,,89.980,2457186.914230,0,,6226.00,1.34,1.17,,,,0.6800,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 f,CONFIRMED,1,5,324.00000000,10.200,,,,,,,2457186.914510,0,18.9980000,6199.00,1.40,1.15,-0.110,,4.18,,126.6158279,10.0803708,106.2890000,8.9300000
HIP 41378 f,CONFIRMED,1,5,46.40000000,,,,,,,,2458271.074000,0,18.9980000,6199.00,1.35,1.14,-0.110,,4.20,,126.6158279,10.0803708,106.2890000,8.9300000
K2-10 b,CONFIRMED,1,1,19.30440000,3.840,27.00000,2.60000,0.310000,,,,2456819.581400,0,,5620.00,0.98,0.92,-0.070,,4.50,1.3800,172.1216476,1.6906217,272.3600000,12.4290000
K2-10 b,CONFIRMED,1,1,19.30481000,2.980,,,,,,,2456819.580400,0,3.8064000,,0.72,,,,,,172.1216476,1.6906217,272.3600000,12.4290000
K2-10 b,CONFIRMED,1,1,19.30704400,3.735,,,,,,89.504,2456819.577500,0,,5638.00,0.90,0.96,-0.030,,4.53,,172.1216476,1.6906217,272.3600000,12.4290000
K2-10 b,CONFIRMED,1,1,19.30691000,3.920,,,,,703,,2456819.576800,0,,5647.00,0.93,0.94,-0.040,,,,172.1216476,1.6906217,272.3600000,12.4290000
K2-10 b,CONFIRMED,1,1,19.30710700,3.830,,,,,,,2456819.577000,0,3.8000000,5454.00,0.86,,,,,,172.1216476,1.6906217,272.3600000,12.4290000
K2-10 b,CONFIRMED,1,1,19.30370000,4.370,,,,54.10,,,2456819.583700,0,3.7770000,5581.00,1.08,0.92,,,4.33,,172.1216476,1.6906217,272.3600000,12.4290000
K2-10 b,CONFIRMED,1,1,19.29206200,,,,,,,,2456819.600774,0,4.4130000,5533.00,0.97,0.97,-0.070,-0.101,4.45,1.5080,172.1216476,1.6906217,272.3600000,12.4290000
K2-100 b,CONFIRMED,1,1,1.67373700,1.520,,,,,,,2457140.720670,0,1.4784000,,1.27,,,,,,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67390240,3.450,,,0.000000,990.00,1094,87.300,2457828.693470,0,1.6056000,6120.00,1.19,1.18,0.140,,4.36,3.0700,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67390000,,,,,,,,2457139.027320,0,,6115.49,1.22,1.15,0.281,0.271,4.33,0.9009,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67384700,3.600,,,,,,,2457140.720480,0,1.5408000,,1.23,,,,,,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67391800,4.670,,,,,,76.720,2457174.197012,0,,,1.57,,,,,,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67390290,3.444,,,,757.17,1461,,2460284.308584,0,1.3550000,6115.50,1.22,,,,4.33,,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67391600,3.500,,,0.240000,,,85.100,2457144.067230,0,1.5500000,6120.00,1.19,1.18,0.140,0.250,,1.0000,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67390350,3.880,21.80000,2.04000,0.000000,1915.00,1841,81.270,2457140.719410,0,,5945.00,1.24,1.15,0.220,,4.33,0.8500,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67383300,3.590,,,,,1748,,2457140.720620,0,,6168.00,1.22,1.23,0.260,,4.35,3.2170,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67400000,,,,,,,,2457140.720000,0,1.3980000,6115.49,1.22,1.15,0.281,0.271,4.33,0.9009,129.6010863,20.1060074,188.9590000,10.6510000
K2-100 b,CONFIRMED,1,1,1.67344228,,,,,,,,2457142.395253,0,2.1250000,6115.49,1.22,1.15,0.281,0.271,4.33,0.9009,129.6010863,20.1060074,188.9590000,10.6510000
K2-101 b,CONFIRMED,1,1,14.68430000,,,,,,,,2457137.980880,0,,4695.41,0.80,0.75,0.106,-0.552,4.51,2.0593,130.3439097,18.9338205,188.3300000,12.8920000
K2-101 b,CONFIRMED,1,1,14.66146147,,,,,,,,2457152.715844,0,5.3470000,4695.41,0.80,0.75,0.106,-0.552,4.51,2.0593,130.3439097,18.9338205,188.3300000,12.8920000
K2-101 b,CONFIRMED,1,1,14.67624290,2.000,,,,,618,,2457152.684988,0,,4927.00,0.76,0.82,0.070,,4.59,,130.3439097,18.9338205,188.3300000,12.8920000
K2-101 b,CONFIRMED,1,1,14.67721400,2.194,,,,,,88.857,2457152.682040,0,,4942.00,0.77,0.83,0.140,,4.66,,130.3439097,18.9338205,188.3300000,12.8920000
K2-101 b,CONFIRMED,1,1,14.67582800,1.850,,,,,,89.260,2457152.686540,0,,,0.72,,,,,,130.3439097,18.9338205,188.3300000,12.8920000
K2-101 b,CONFIRMED,1,1,14.67728600,2.000,,,0.100000,,,89.400,2457152.681350,0,3.2300000,4819.00,0.73,0.80,0.140,-0.595,,2.9200,130.3439097,18.9338205,188.3300000,12.8920000
K2-101 b,CONFIRMED,1,1,14.67665000,1.940,,,,,,,2457152.683800,0,3.3360000,,0.68,,,,,,130.3439097,18.9338205,188.3300000,12.8920000
K2-102 b,CONFIRMED,1,1,9.91470000,,,,,,,,2457139.658290,0,,4638.00,0.77,0.74,,-0.609,4.53,2.2868,130.0558953,19.7787519,188.1750000,13.0830000
K2-102 b,CONFIRMED,1,1,9.91561500,1.300,,,0.100000,,,89.000,2457139.655180,0,2.6600000,4695.00,0.71,0.77,0.140,-0.657,,3.0300,130.0558953,19.7787519,188.1750000,13.0830000
K2-104 b,CONFIRMED,1,1,1.97423800,1.960,,,0.090000,62.10,,88.000,2457175.915000,0,,3546.46,0.49,0.43,,,,,129.6366594,19.7737202,189.2890000,15.9890000
K2-104 b,CONFIRMED,1,1,1.97410000,,,,,,,,2457140.372900,0,,3578.00,0.50,0.50,,-1.428,4.74,5.5611,129.6366594,19.7737202,189.2890000,15.9890000
K2-104 b,CONFIRMED,1,1,1.97420200,2.430,,,,,,,2457140.379400,0,1.5840000,,0.56,,,,,,129.6366594,19.7737202,189.2890000,15.9890000
K2-104 b,CONFIRMED,1,1,1.97499100,,,,,,,,2458095.862910,0,1.6920000,3820.00,0.48,,,,4.77,,129.6366594,19.7737202,189.2890000,15.9890000
K2-104 b,CONFIRMED,1,1,1.97400000,,,,,,,,2457140.376000,0,1.4071200,3578.00,0.50,0.50,,-1.428,4.74,5.5611,129.6366594,19.7737202,189.2890000,15.9890000
K2-104 b,CONFIRMED,1,1,1.97419000,1.900,,,0.180000,,,88.000,2457140.381170,0,1.2700000,3660.00,0.48,0.51,0.140,-1.434,,6.4500,129.6366594,19.7737202,189.2890000,15.9890000
