# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 19:47:22 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepler_name,koi_disposition,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
8416523,Kepler-1604 b,CONFIRMED,0.341842017,0,0.9570,1.15540,2.8560e+02,0.021058,0.32970,1.72,0.0089,40.98,2023.0,3991.16,1.268000,70.10,1,1956,1,5016.00,4.601,0.0200,0.7470,0.8170,,285.410610,44.412209,14.915
11124436,,CANDIDATE,13.948219700,0,0.1970,7.68600,1.1940e+02,0.009882,0.25257,2.53,0.1235,89.18,1063.0,301.80,13.750000,14.50,1,76,1,5529.00,3.808,0.1400,2.3460,1.2910,,284.353120,48.740211,14.305
5780855,,CANDIDATE,5.675779990,0,0.9100,3.55400,5.1200e+01,0.007755,0.09121,1.22,0.0678,80.26,1357.0,802.11,5.380000,11.20,1,238,1,6681.00,4.233,-0.0800,1.4380,1.2940,,288.567290,41.090130,13.802
3751231,,FALSE POSITIVE,0.570953851,0,0.0590,0.99800,7.6100e+01,0.008053,5.06571,1.01,0.0143,89.24,2464.0,8688.17,4.440000,8.90,1,2336,1,6238.00,4.396,0.1200,1.1450,1.1930,,292.588650,38.801430,15.212
9491832,,CANDIDATE,49.564693000,0,0.6850,8.54000,1.1350e+02,0.010347,0.27464,1.63,0.2835,88.81,588.0,28.19,32.900000,15.00,1,27,1,5907.00,4.212,0.4600,1.4420,1.2340,,300.562410,46.037819,12.830
7816665,,FALSE POSITIVE,4.292582580,0,0.3390,3.06900,3.6960e+02,0.017821,1.11422,1.87,0.0524,88.11,1161.0,428.77,10.280000,16.10,1,263,1,6137.00,4.487,-0.2000,0.9630,1.0380,,289.916350,43.507671,15.888
9535881,,FALSE POSITIVE,0.960842633,0,1.3410,2.64410,2.0229e+03,0.387208,0.09634,67.53,0.0215,36.81,2808.0,14655.53,1.675000,176.10,1,1386,1,7381.00,4.186,-0.2400,1.5970,1.4290,,295.559600,46.178040,13.402
11616596,,FALSE POSITIVE,14.589392800,,,15.54000,,,0.03642,,,,,102.46,,,1,194,1,,,,,,,294.749880,49.663441,12.616
9872831,Kepler-1572 b,CONFIRMED,5.495485330,0,0.2020,2.46100,8.5800e+01,0.008542,3.00666,1.30,0.0614,89.31,1293.0,661.04,16.870000,14.20,1,243,1,6157.00,4.159,-0.2600,1.3920,1.0200,,281.897310,46.722664,13.950
2852941,,CANDIDATE,2.894947090,0,0.1910,3.25400,4.5800e+01,0.006304,0.69171,1.16,0.0447,88.38,1919.0,3204.25,6.742000,14.30,2,463,1,7087.00,4.137,-0.1800,1.6840,1.4180,,291.543430,38.048759,13.458
8508126,,FALSE POSITIVE,0.980505042,0,1.2060,1.40680,4.2660e+02,0.227897,0.10181,26.35,0.0191,45.80,1904.0,3100.61,1.730000,51.50,1,1366,2,5794.00,4.372,-0.0200,1.0590,0.9630,,296.347990,44.501961,15.198
12306058,Kepler-391 c,CONFIRMED,20.485389300,0,0.8340,10.22900,8.9500e+01,0.009922,0.03028,3.60,0.1530,84.53,1015.0,251.16,8.760000,17.90,2,56,2,4938.00,3.450,0.0000,3.3240,1.1360,,290.621830,51.057301,13.007
8507475,Kepler-1585 b,CONFIRMED,3.582738370,0,0.1430,1.52300,3.6050e+02,0.017176,8.75587,1.64,0.0445,89.55,1064.0,302.74,18.110000,11.60,1,314,1,5448.00,4.517,0.0700,0.8720,0.9120,,296.159000,44.563110,15.965
8773015,Kepler-1586 b,CONFIRMED,15.604841000,0,0.7150,4.54300,7.3400e+01,0.008408,0.50689,1.57,0.1266,87.81,1013.0,248.62,18.690000,15.30,2,86,1,6254.00,4.019,-0.2600,1.7060,1.1100,,298.202610,44.925831,13.096
4754831,,FALSE POSITIVE,75.681309000,0,0.6194,11.62000,1.0770e+02,0.009952,0.20652,1.64,0.3705,89.38,560.0,23.25,39.700000,9.10,3,,,6297.00,4.155,-0.0600,1.5060,1.1800,,294.054810,39.845249,12.211
10647452,,CANDIDATE,0.762950224,0,0.1970,1.13300,1.8730e+02,0.012509,4.42737,1.00,0.0151,87.81,1651.0,1763.73,5.150000,15.80,1,1479,1,5385.00,4.610,-0.3600,0.7310,0.7970,,282.913970,47.970299,15.556
3531231,,FALSE POSITIVE,62.060783000,0,0.9280,28.20300,4.7290e+02,0.024658,0.00197,2.11,0.2906,82.77,400.0,6.07,7.370000,19.90,1,20,1,5526.00,4.578,-0.2600,0.7840,0.8500,,287.245240,38.688080,15.745
4773392,,CANDIDATE,170.995748000,0,0.8390,3.88000,4.7710e+02,0.022611,4.95440,4.90,0.6757,89.76,463.0,10.86,197.100000,15.50,1,9,1,6127.00,3.991,0.2100,1.9830,1.4050,,298.033050,39.883179,13.985
5471489,,FALSE POSITIVE,12.425273500,0,0.1710,20.75600,8.4700e+01,0.008491,0.01181,2.37,0.1117,87.86,1299.0,673.53,4.585000,36.60,2,112,1,6156.00,3.703,-0.5800,2.5570,1.2020,,297.665040,40.681992,13.046
5471489,,FALSE POSITIVE,39.282040500,0,1.2410,3.34400,1.5750e+02,0.251528,0.03806,58.67,0.2318,85.37,823.0,108.22,14.590000,6.90,2,21,3,6143.00,3.810,-0.6000,2.1360,1.0740,,297.665040,40.681992,13.046
9011874,,FALSE POSITIVE,361.545612490,,,25.28000,,,,,,,,,,,1,,,,,,,,,287.824890,45.348080,15.894
9936080,,CANDIDATE,19.565080100,0,0.0250,4.24200,6.1700e+01,0.007198,2.20779,0.97,0.1465,89.96,791.0,92.77,35.480000,13.80,2,67,1,6180.00,4.294,0.0200,1.2350,1.0900,,283.724270,46.879112,12.674
9936080,,FALSE POSITIVE,355.799780000,0,0.4433,5.97200,1.7230e+02,0.012292,10.61952,1.87,1.0419,89.95,324.0,2.60,414.000000,10.50,2,,,6350.00,4.225,-0.0600,1.3940,1.1880,,283.724270,46.879112,12.674
8611344,,FALSE POSITIVE,410.993890000,0,0.3421,12.01000,5.5000e+02,0.021318,1.78335,2.09,1.0838,89.95,220.0,0.55,252.000000,8.70,1,,,5471.00,4.533,0.3000,0.8980,1.0020,,285.755860,44.724998,15.460
9518651,,FALSE POSITIVE,2.178237520,0,0.0370,2.25900,4.4000e+01,0.006094,1.63550,0.64,0.0318,89.71,1473.0,1114.80,7.430000,10.10,1,616,1,6052.00,4.422,-0.4400,0.9690,0.9050,,288.199920,46.149422,14.102
2305311,,FALSE POSITIVE,1.404674486,0,0.8171,5.05600,1.5550e+02,0.012880,0.03579,0.86,0.0208,58.44,1126.0,379.50,1.551000,20.70,1,741,1,4716.00,4.650,-0.6400,0.6090,0.6030,,291.976290,37.668652,14.962
6383595,,FALSE POSITIVE,24.909743600,0,0.5729,3.85600,1.5020e+02,0.011694,2.12662,2.24,0.1788,89.38,912.0,163.58,41.200000,9.70,1,,,6596.00,4.037,-0.2200,1.7570,1.2270,,297.161770,41.775822,13.073
11080405,Kepler-386 b,CONFIRMED,12.310135100,0,0.7830,3.79700,2.6370e+02,0.016487,0.51981,1.51,0.0968,87.21,651.0,42.42,16.090000,12.90,2,104,2,5009.00,4.491,0.1600,0.8400,0.7970,,289.858890,48.693851,15.629
11509504,Kepler-1573 b,CONFIRMED,2.615765150,0,0.2500,2.77700,1.2040e+02,0.010133,0.97758,1.06,0.0364,87.98,1379.0,851.60,7.070000,15.10,1,515,1,6088.00,4.446,-0.4000,0.9580,0.9340,,292.988340,49.484970,15.180
6599949,,FALSE POSITIVE,409.245200000,0,0.0176,13.06000,5.3120e+02,0.021076,1.64666,2.10,1.0364,89.95,244.0,0.84,244.300000,12.80,1,,1,5910.00,4.466,-0.3800,0.9110,0.8860,,289.906980,42.046200,15.420
11611275,Kepler-1574 b,CONFIRMED,6.942452160,0,0.4850,3.49100,1.6080e+02,0.011886,0.96902,1.34,0.0743,87.95,1003.0,239.39,13.520000,14.70,1,192,1,6108.00,4.466,0.0700,1.0300,1.1320,,292.158660,49.637760,15.158
6290935,,CANDIDATE,5.533120060,0,0.2990,3.48600,5.3100e+01,0.006746,0.98348,1.05,0.0622,88.53,1303.0,680.77,11.680000,13.40,1,240,1,6170.00,4.150,-0.2200,1.4250,1.0470,,293.681270,41.611969,13.591
12734396,,CANDIDATE,200.721168000,0,0.2340,9.91000,8.2250e+02,0.025993,1.73410,3.32,0.6577,89.91,327.0,2.72,154.600000,13.10,1,6,1,5566.00,4.275,0.1400,1.1700,0.9400,,288.909520,51.930561,15.511
11612280,Kepler-1587 b,CONFIRMED,9.406136400,0,0.3970,4.88200,7.9500e+01,0.008249,0.54468,1.14,0.0878,88.33,981.0,219.36,13.660000,13.20,1,141,1,5855.00,4.240,0.0400,1.2680,1.0200,,292.677730,49.663910,14.090
5536715,,FALSE POSITIVE,0.935086665,0,0.4742,1.12000,7.1200e+01,0.008000,4.03742,1.18,0.0203,85.37,2431.0,8250.80,5.710000,13.10,1,,,6762.00,4.282,-0.1600,1.3480,1.2760,,292.778930,40.795631,13.993
8149484,,FALSE POSITIVE,1.489457454,0,0.1710,3.02800,5.6300e+01,0.006921,0.45944,1.58,0.0278,87.41,2415.0,8026.60,3.780000,29.70,1,454,1,6316.00,3.908,-0.1000,2.0870,1.2850,,284.692780,44.010208,13.090
12407623,,FALSE POSITIVE,1.181165291,0,0.6320,1.01300,3.7040e+02,0.018593,4.97393,1.52,0.0201,84.94,1398.0,905.88,7.160000,14.10,1,1130,1,5203.00,4.582,-0.2200,0.7470,0.7790,,291.348790,51.256119,15.971
11444514,Kepler-1596 b,CONFIRMED,66.373298000,0,0.0210,8.55900,4.1500e+02,0.018689,0.94331,1.99,0.3237,89.98,471.0,11.59,60.300000,13.70,1,17,1,6143.00,4.470,-0.2200,0.9760,1.0270,,285.557500,49.330070,15.370
9886361,Kepler-403 d,CONFIRMED,13.611650240,0,0.1120,7.61700,9.5500e+01,0.008943,0.26260,1.46,0.1211,89.53,958.0,198.73,13.701000,31.60,4,95,2,6170.00,4.192,0.2400,1.4990,1.2820,,289.921450,46.744560,12.805
9702006,Kepler-1953 b,CONFIRMED,6.245646330,0,0.5940,2.45900,2.1200e+02,0.013744,1.97131,1.06,0.0607,87.87,731.0,67.62,15.960000,11.90,1,211,1,4858.00,4.622,-0.0200,0.7070,0.7860,,287.968140,46.470612,15.485
6778008,,FALSE POSITIVE,0.945829261,0,0.3260,1.71500,9.8200e+01,0.009199,1.43074,0.86,0.0185,85.41,1790.0,2433.01,4.075000,15.10,1,1416,1,5959.00,4.546,-0.3200,0.8590,0.9480,,292.013790,42.288750,15.263
8278685,,CANDIDATE,10.861416300,0,0.9390,6.02000,6.4800e+01,0.009066,0.02253,1.01,0.0983,79.60,899.0,154.68,5.200000,12.90,2,124,1,6339.00,4.454,-0.2800,1.0170,1.0690,,281.955690,44.261532,13.517
8308260,,FALSE POSITIVE,0.973160836,0,0.0340,0.86400,1.3830e+02,0.010870,13.20557,1.22,0.0200,89.78,1932.0,3303.84,8.710000,9.80,1,1376,1,6108.00,4.466,0.0700,1.0300,1.1320,,294.868130,44.283199,15.238
8492101,,FALSE POSITIVE,4.059437490,0,0.9140,3.24500,1.0540e+02,0.011692,0.08853,2.11,0.0490,77.60,1295.0,664.54,4.260000,18.10,1,171,1,5051.00,3.978,0.2600,1.6550,0.9490,,290.630430,44.565601,13.514
6103377,,CANDIDATE,7.039651410,0,0.7780,3.14100,2.6870e+02,0.016479,0.54121,2.72,0.0747,86.03,1171.0,445.49,11.230000,9.80,2,46,2,5902.00,4.128,0.1600,1.5130,1.1200,,283.942440,41.471600,14.935
3660581,,CANDIDATE,4.725191640,0,0.6000,3.75100,9.8800e+01,0.009524,0.40984,3.98,0.0652,85.62,2250.0,6060.79,7.850000,10.00,1,228,2,6655.00,3.490,-0.4800,3.8310,1.6530,,295.144200,38.799831,12.358
6343576,,FALSE POSITIVE,6.399037780,0,0.2410,3.15000,1.8660e+02,0.012334,1.64643,6.54,0.0799,89.10,1780.0,2376.40,15.270000,24.10,1,162,1,5178.00,3.286,-0.2200,4.8560,1.6600,,283.475740,41.775318,13.507
10794974,,CANDIDATE,66.643456500,0,0.9850,2.38500,2.7730e+02,0.023533,0.89774,2.99,0.3301,89.05,476.0,12.17,59.500000,14.80,1,21,1,5751.00,4.339,0.3200,1.1640,1.0790,,290.922700,48.180328,13.224
2449101,,FALSE POSITIVE,0.739761008,0,1.2359,7.58900,2.9210e+02,0.253101,0.06817,9.67,0.0113,9.74,839.0,117.05,1.254000,34.70,1,1811,1,3417.00,4.900,0.0000,0.3500,0.3540,,292.698550,37.778481,15.049
7259249,,FALSE POSITIVE,0.950735805,0,0.5700,1.14340,1.7510e+02,0.012630,3.23721,1.39,0.0196,83.90,1908.0,3129.59,5.370000,17.10,1,1406,1,6039.00,4.478,0.0700,1.0050,1.1080,,282.927730,42.806080,15.156
8678691,,FALSE POSITIVE,369.819993000,0,0.9179,20.23200,1.5990e+03,0.046393,0.04777,4.25,0.9376,89.38,201.0,0.38,70.200000,42.10,1,,,4806.00,4.495,0.4800,0.8390,0.8010,,287.225130,44.899841,15.089
9640924,,FALSE POSITIVE,2.178159350,0,0.5030,1.83900,1.1630e+02,0.010175,2.01091,1.22,0.0344,86.38,1561.0,1398.42,7.960000,14.10,1,1227,1,6258.00,4.413,-0.0200,1.0980,1.1390,,287.966550,46.338490,14.975
3558849,,CANDIDATE,160.850075000,0,0.7690,9.42700,4.2810e+02,0.020695,0.48871,3.41,0.6188,89.50,413.0,6.87,87.400000,16.10,1,7,2,5999.00,4.168,0.1800,1.5070,1.2250,,294.949830,38.605190,14.218
11151677,,FALSE POSITIVE,0.720460644,0,1.2720,1.78460,2.1115e+03,0.323073,0.18326,37.33,0.0163,42.08,2240.0,5954.82,1.713000,117.20,1,1481,2,6304.00,4.435,-0.1400,1.0580,1.1100,,297.722140,48.710258,14.828
11037128,,FALSE POSITIVE,3.794872100,0,1.1680,1.71300,3.0510e+02,0.185948,0.06573,16.10,0.0455,71.52,1083.0,325.63,3.680000,11.30,1,300,1,5883.00,4.580,-0.5000,0.7930,0.8810,,295.195680,48.567421,15.302
6587002,Kepler-196 d,CONFIRMED,122.080495300,0,0.9570,4.05400,7.9990e+02,0.034713,0.94786,2.92,0.4484,89.40,297.0,1.83,90.700000,23.30,3,7,3,5132.00,4.571,-0.0600,0.7700,0.8050,,284.968510,42.079201,14.157
5175024,,CANDIDATE,6.261422700,0,0.0690,4.77900,5.1400e+01,0.006608,0.49242,0.81,0.0677,89.61,1146.0,407.58,10.070000,10.60,2,217,2,6384.00,4.361,-0.2400,1.1210,1.0460,,288.095640,40.365971,13.973
10991114,,CANDIDATE,3.703867410,0,0.0330,1.41000,1.2570e+02,0.010182,11.47205,0.86,0.0446,89.91,1012.0,247.20,20.260000,13.10,1,287,1,5496.00,4.592,-0.2400,0.7760,0.8690,,298.183410,48.443810,14.108
11969092,,FALSE POSITIVE,0.638437699,0,0.9040,0.30280,2.8680e+02,0.027548,22.97233,2.48,0.0141,83.43,1709.0,2024.34,7.910000,25.80,1,0,1,5073.00,4.571,0.4800,0.8240,0.9220,,294.639890,50.334190,15.230
2570773,,FALSE POSITIVE,1.891285100,0,1.2160,6.18200,1.2234e+03,0.258518,0.01599,19.96,0.0270,32.77,1061.0,299.44,1.446000,25.70,1,329,1,4700.00,4.605,0.0000,0.7070,0.7340,,290.330720,37.882092,16.851
4945764,,CANDIDATE,19.875135500,0,0.9190,8.04100,1.0900e+02,0.011384,0.02491,2.49,0.1658,83.44,1061.0,299.47,8.040000,15.20,1,68,1,6918.00,4.021,0.0000,2.0040,1.5360,,297.160890,40.042858,13.543
6356885,,FALSE POSITIVE,343.420460000,0,0.3519,11.11000,4.8270e+02,0.020371,1.85495,2.15,0.9617,89.95,270.0,1.27,226.100000,10.00,1,,,6115.00,4.469,-0.2200,0.9670,0.9990,,289.448670,41.731411,15.223
3542542,,FALSE POSITIVE,3.471481640,0,0.7190,4.67900,1.2270e+02,0.010883,0.10894,0.85,0.0415,79.92,970.0,209.73,4.110000,9.50,1,382,1,5297.00,4.626,-0.3400,0.7160,0.8000,,290.849210,38.631840,15.795
11718389,Kepler-1956 b,CONFIRMED,5.943734920,0,0.1970,1.84700,3.0100e+02,0.015359,7.87556,1.14,0.0563,89.54,674.0,48.82,24.500000,13.20,1,226,1,4391.00,4.598,0.0400,0.6820,0.6710,,294.620970,49.894150,15.583
11124703,,FALSE POSITIVE,244.603730000,0,0.2652,10.87000,7.6980e+02,0.024937,1.55718,2.10,0.7253,89.95,235.0,0.72,170.100000,17.70,1,,,5166.00,4.593,0.0000,0.7710,0.8530,,284.536350,48.749611,15.319
10329196,Kepler-1605 b,CONFIRMED,85.756791900,0,0.7130,5.69500,1.5910e+02,0.012371,1.45222,2.99,0.3912,89.51,528.0,18.44,82.600000,16.90,1,16,1,5037.00,3.783,0.0800,2.2130,1.0830,,287.134890,47.488621,12.429
10604592,Kepler-1957 b,CONFIRMED,2.186601880,0,0.8280,1.58500,1.2230e+02,0.011617,0.93901,0.98,0.0299,82.31,1099.0,345.07,6.190000,14.20,1,611,1,4904.00,4.535,0.0000,0.7720,0.7450,,293.711360,47.887539,14.793
9834731,,CANDIDATE,7.292989100,0,0.0220,4.05300,7.2500e+01,0.007800,0.94788,0.73,0.0723,89.95,904.0,158.19,13.860000,7.10,2,,,5959.00,4.549,-0.3200,0.8560,0.9450,,293.430790,46.692089,14.829
9593773,,FALSE POSITIVE,3.133935600,0,0.7680,4.47700,2.0370e+02,0.014258,0.09349,1.58,0.0432,77.85,1315.0,704.95,3.650000,21.40,1,421,1,6137.00,4.460,-0.0600,1.0180,1.0860,,294.112370,46.252708,15.725
9285568,Kepler-1575 b,CONFIRMED,2.553150310,0,0.3200,1.84900,1.8530e+02,0.012589,3.03742,1.25,0.0366,88.19,1312.0,699.70,10.150000,15.40,1,448,1,5970.00,4.521,-0.1800,0.9080,0.9960,,293.743260,45.761589,15.424
7604328,Kepler-1245 c,CONFIRMED,2.936587946,0,0.8630,1.89520,2.7960e+02,0.017796,0.59013,1.77,0.0372,82.32,1190.0,473.18,6.460000,20.10,2,455,1,5455.00,4.421,-0.2000,0.9090,0.7950,,290.744320,43.260780,15.404
9514372,,CANDIDATE,145.786556000,0,0.1330,4.89100,3.7800e+02,0.017576,10.79183,1.82,0.5250,89.97,331.0,2.84,229.700000,13.90,1,10,1,5578.00,4.440,0.0000,0.9500,0.9050,,285.660060,46.143471,14.410
9777757,,FALSE POSITIVE,1.332542120,0,0.6620,3.84800,3.7400e+01,0.005929,0.10678,1.45,0.0262,72.12,2694.0,12477.61,2.156000,10.60,1,1010,1,6613.00,3.870,-0.2400,2.2370,1.3550,,294.712920,46.576221,13.000
7103919,Kepler-1950 b,CONFIRMED,10.776994400,0,0.0690,2.61600,1.8560e+02,0.012328,5.23259,1.15,0.0871,89.87,752.0,75.83,31.790000,11.30,1,122,1,5455.00,4.457,-0.3400,0.8520,0.7590,,287.087490,42.668671,14.587
3762750,,CANDIDATE,2.509334400,0,0.0190,1.83300,1.8430e+02,0.012490,3.58095,1.47,0.0377,89.90,1483.0,1143.04,10.600000,8.40,1,409,1,6278.00,4.425,-0.0600,1.0810,1.1320,,295.372040,38.897739,15.588
8645191,,FALSE POSITIVE,0.918921494,0,0.0110,0.94250,3.2100e+02,0.016414,9.80741,1.49,0.0180,89.92,1697.0,1960.12,7.590000,23.70,1,1458,1,5655.00,4.561,-0.1400,0.8330,0.9260,,298.299530,44.788990,15.606
10722485,Kepler-1588 b,CONFIRMED,7.849318770,0,0.1070,3.74700,6.8200e+01,0.007513,1.26826,0.81,0.0726,89.62,925.0,172.98,16.040000,12.60,1,174,1,5678.00,4.365,-0.2800,0.9900,0.8280,,288.232700,48.002178,13.858
9717958,,FALSE POSITIVE,67.712598800,0,1.8756,1.53800,5.4240e+02,0.893389,2.71639,82.63,0.3094,88.81,460.0,10.63,87.000000,13.40,1,22,2,6309.00,4.517,-0.9400,0.8470,0.8600,,294.915770,46.485321,14.213
8128067,,FALSE POSITIVE,12.428557600,0,0.8920,13.98000,6.2010e+02,0.026996,0.00565,2.22,0.0987,75.61,669.0,47.26,3.590000,13.20,1,107,1,5492.00,4.604,-0.3400,0.7520,0.8410,,300.563050,43.980068,15.663
7703910,,FALSE POSITIVE,1.275511306,0,0.0110,1.88900,6.9300e+01,0.007605,1.66330,0.84,0.0229,89.88,1739.0,2160.97,5.230000,10.30,1,527,1,5921.00,4.418,-0.1000,1.0150,0.9840,,298.010160,43.371590,15.083
7777818,,FALSE POSITIVE,5.781599560,0,0.6600,2.22200,7.2800e+01,0.008268,1.97740,1.70,0.0700,87.51,1475.0,1117.19,15.170000,16.40,1,230,1,6443.00,4.023,-0.0600,1.8840,1.3710,,298.949010,43.441715,13.384
9851360,,FALSE POSITIVE,8.480501900,0,0.9720,8.34500,1.6490e+02,0.015658,0.00407,1.26,0.0726,67.04,781.0,87.82,2.490000,11.00,1,128,1,5555.00,4.554,-0.7400,0.7370,0.7090,,298.858920,46.697208,15.313
9886361,,CANDIDATE,24.560710700,0,0.3740,8.67900,5.5200e+01,0.006883,0.25918,1.13,0.1794,88.94,787.0,90.55,20.220000,14.90,4,26,4,6170.00,4.192,0.2400,1.4990,1.2820,,289.921450,46.744560,12.805
6937529,Kepler-1597 b,CONFIRMED,2.946489350,0,0.0100,3.15500,5.7000e+01,0.006963,0.81600,0.89,0.0427,89.92,1497.0,1187.50,7.208000,12.70,2,455,1,6481.00,4.378,-0.0800,1.1710,1.1940,,288.163970,42.481079,14.144
9490653,,FALSE POSITIVE,1.227986164,0,0.4770,1.55100,1.5050e+02,0.011491,2.01974,1.17,0.0214,84.97,1673.0,1846.47,5.440000,14.80,1,1093,1,5746.00,4.435,-0.2800,0.9310,0.8610,,300.230930,46.045200,14.966
3328027,,FALSE POSITIVE,2.115488830,0,0.5050,4.00800,1.6950e+02,0.012211,0.19883,1.29,0.0329,81.96,1426.0,978.38,3.610000,17.60,1,618,1,5952.00,4.489,0.0200,0.9710,1.0570,,287.189670,38.423820,15.627
3644631,,FALSE POSITIVE,358.962470000,0,0.4240,23.49000,6.7080e+02,0.023964,0.18910,2.37,0.9901,89.78,242.0,0.81,108.800000,12.10,1,3,1,5743.00,4.527,0.0400,0.9040,1.0030,,291.195590,38.788078,15.389
9640931,,FALSE POSITIVE,2.178151960,0,0.3200,2.44500,2.4500e+02,0.014314,1.13766,1.09,0.0302,87.22,1139.0,395.98,6.580000,17.90,1,617,1,5357.00,4.634,-0.4600,0.7000,0.7750,,287.968750,46.301659,15.916
5125196,,FALSE POSITIVE,342.315407000,0,0.1974,12.47600,7.1970e+02,0.024761,1.51179,3.15,1.0088,89.95,304.0,2.03,210.800000,13.30,1,,2,6425.00,4.373,-0.0800,1.1640,1.1680,,298.053380,40.210739,15.091
9640962,,FALSE POSITIVE,1.089077224,0,0.2060,2.70500,1.5270e+02,0.011046,0.47772,1.00,0.0199,86.20,1458.0,1068.22,3.106000,18.70,1,1229,1,5118.00,4.547,0.2600,0.8300,0.8830,,287.985690,46.348400,15.472
5097454,,FALSE POSITIVE,1.288066288,0,1.3780,6.46160,1.0083e+04,0.499342,0.05449,34.84,0.0199,35.12,1310.0,692.00,1.684000,230.70,1,890,1,5233.00,4.625,-0.9600,0.6390,0.6270,,291.248660,40.221352,15.313
12737015,,CANDIDATE,24.668383100,0,0.7510,8.55600,1.0920e+02,0.010372,0.10326,1.76,0.1786,87.12,788.0,91.32,14.920000,15.30,1,53,1,6059.00,4.151,0.1600,1.5540,1.2490,,290.480070,51.965012,13.572
3663141,,FALSE POSITIVE,2.318942840,0,0.7200,5.32100,6.6500e+01,0.008010,0.05437,0.87,0.0344,73.20,1375.0,844.12,2.490000,13.60,1,317,1,5780.00,4.438,0.0000,1.0000,1.0000,,295.663240,38.718243,13.232
5177859,Kepler-1576 b,CONFIRMED,6.984721430,0,0.4510,2.72400,9.0700e+01,0.008855,2.14824,1.19,0.0726,88.54,1059.0,297.15,17.690000,11.70,2,196,1,5839.00,4.279,0.1200,1.2270,1.0440,,289.073970,40.366009,13.382
8482059,,CANDIDATE,349.410470000,0,0.2791,15.02000,6.5280e+02,0.023379,0.82935,2.41,0.9902,89.95,253.0,0.97,174.900000,17.70,1,,1,5878.00,4.512,0.0700,0.9450,1.0580,,285.853150,44.572220,15.346
4568117,,FALSE POSITIVE,0.562563871,0,0.3600,1.59100,3.4600e+01,0.005506,1.07372,0.69,0.0140,82.10,2626.0,11201.45,2.619000,16.40,1,1904,1,6577.00,4.381,-0.2600,1.1450,1.1540,,293.488250,39.696331,13.540
10342248,,FALSE POSITIVE,0.933734580,0,0.5740,4.36400,1.2770e+02,0.010647,0.08201,0.93,0.0180,68.36,1573.0,1446.48,1.558000,27.80,1,699,1,5335.00,4.577,0.0200,0.8040,0.8910,,292.911960,47.475040,14.760
9777290,,FALSE POSITIVE,1.332519480,0,0.4020,3.73300,2.3370e+02,0.014180,0.19325,1.64,0.0236,81.19,1751.0,2218.21,2.630000,17.70,1,652,1,5926.00,4.381,-0.1000,1.0580,0.9820,,294.546420,46.507870,16.334
8548427,,FALSE POSITIVE,168.846630000,0,0.1251,9.75000,2.1510e+02,0.013345,1.56085,1.45,0.6188,89.95,329.0,2.78,133.000000,9.30,1,,1,5897.00,4.489,0.2100,0.9920,1.1060,,286.793700,44.638561,13.859
9286088,,CANDIDATE,14.816292500,0,0.8570,4.97300,1.0820e+02,0.010848,0.15843,1.57,0.1253,85.99,912.0,163.33,12.250000,12.50,1,89,1,6356.00,4.270,0.0000,1.3250,1.1910,,293.938320,45.719021,12.583
6289344,,FALSE POSITIVE,160.412202200,0,0.9030,4.92000,2.5380e+03,0.056029,1.85861,4.45,0.5375,89.62,270.0,1.26,136.200000,24.40,1,5,1,5269.00,4.620,-0.2800,0.7270,0.8120,,293.207730,41.698582,15.407
