# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:27:19 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_duration,koi_prad,koi_sma,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag
9183378,K04222.01,Kepler-1571 b,CONFIRMED,3.385574450,1.87900,1.63,0.0432,1476.0,1122.90,5718.00,4.069,-0.1800,1.4800,0.9360,13.767
11188254,K04223.01,,FALSE POSITIVE,2.754024000,4.15000,1.68,0.0395,1553.0,1374.41,6419.00,4.321,-0.2000,1.1880,1.0730,14.059
1724513,K04224.01,,FALSE POSITIVE,1.975208831,1.51300,1.59,0.0326,2064.0,4299.89,6401.00,4.029,-0.2000,1.7440,1.1850,13.609
9535876,K04225.01,,FALSE POSITIVE,0.960843605,3.22000,19.15,0.0197,1904.0,3120.32,5708.00,4.378,0.5600,1.1290,1.1120,14.920
5817533,K04293.01,,FALSE POSITIVE,4.206109000,5.16000,0.91,0.0470,999.0,235.01,5480.00,4.522,-0.3600,0.8020,0.7800,15.316
7681230,K04294.01,,FALSE POSITIVE,0.962590772,1.25690,31.51,0.0198,2026.0,3989.37,6274.00,4.434,-0.1000,1.0620,1.1150,14.843
7596240,K04295.01,Kepler-1584 b,CONFIRMED,13.399755500,3.53400,1.51,0.1168,886.0,145.65,6401.00,4.389,-0.0400,1.1500,1.1830,14.924
7661893,K04296.01,,CANDIDATE,2.493853480,1.41400,0.59,0.0333,1251.0,579.64,5615.00,4.477,-0.4000,0.8500,0.7900,13.030
3448456,K07656.01,,FALSE POSITIVE,0.776950288,1.28800,1.72,0.0163,1882.0,2974.07,5861.00,4.546,-0.2000,0.8650,0.9570,15.832
12107008,K04297.01,,FALSE POSITIVE,5.937256280,3.63900,0.86,0.0577,891.0,148.97,5428.00,4.494,-0.4600,0.7990,0.7270,14.702
9776794,K04363.01,,CANDIDATE,18.222117680,2.04400,7.45,0.1291,620.0,34.99,5162.00,4.411,0.3200,0.9580,0.8620,16.084
7427764,K04364.01,Kepler-1595 b,CONFIRMED,4.563836970,2.27100,1.22,0.0510,980.0,218.18,5408.00,4.496,-0.0600,0.8610,0.8480,15.448
7673192,K02722.05,,CANDIDATE,16.534002200,4.06300,1.17,0.1278,819.0,106.21,6052.00,4.285,-0.1200,1.2020,1.0150,13.268
4754831,K04365.01,,FALSE POSITIVE,55.119831000,4.70300,1.68,0.2999,622.0,35.48,6297.00,4.155,-0.0600,1.5060,1.1800,12.211
4754831,K04365.02,,FALSE POSITIVE,25.641611700,5.50000,1.76,0.1800,803.0,98.50,6297.00,4.155,-0.0600,1.5060,1.1800,12.211
9899630,K04439.01,,FALSE POSITIVE,1.332584550,5.77000,15.89,0.0239,1680.0,1884.66,6039.00,4.493,-0.1400,0.9510,1.0270,15.556
4367528,K04440.01,,FALSE POSITIVE,350.810290000,11.29000,2.86,1.0199,282.0,1.51,5841.00,4.321,0.4400,1.2260,1.1480,14.982
8416523,K04441.01,Kepler-1604 b,CONFIRMED,0.341842017,1.15540,1.72,0.0089,2023.0,3991.16,5016.00,4.601,0.0200,0.7470,0.8170,14.915
11124436,K04442.01,,CANDIDATE,13.948219700,7.68600,2.53,0.1235,1063.0,301.80,5529.00,3.808,0.1400,2.3460,1.2910,14.305
5780855,K04443.01,,CANDIDATE,5.675779990,3.55400,1.22,0.0678,1357.0,802.11,6681.00,4.233,-0.0800,1.4380,1.2940,13.802
3751231,K07666.01,,FALSE POSITIVE,0.570953851,0.99800,1.01,0.0143,2464.0,8688.17,6238.00,4.396,0.1200,1.1450,1.1930,15.212
9491832,K04226.01,,CANDIDATE,49.564693000,8.54000,1.63,0.2835,588.0,28.19,5907.00,4.212,0.4600,1.4420,1.2340,12.830
7816665,K04227.01,,FALSE POSITIVE,4.292582580,3.06900,1.87,0.0524,1161.0,428.77,6137.00,4.487,-0.2000,0.9630,1.0380,15.888
9535881,K04228.01,,FALSE POSITIVE,0.960842633,2.64410,67.53,0.0215,2808.0,14655.53,7381.00,4.186,-0.2400,1.5970,1.4290,13.402
11616596,K04229.01,,FALSE POSITIVE,14.589392800,15.54000,,,,102.46,,,,,,12.616
9872831,K04230.01,Kepler-1572 b,CONFIRMED,5.495485330,2.46100,1.30,0.0614,1293.0,661.04,6157.00,4.159,-0.2600,1.3920,1.0200,13.950
2852941,K04298.01,,CANDIDATE,2.894947090,3.25400,1.16,0.0447,1919.0,3204.25,7087.00,4.137,-0.1800,1.6840,1.4180,13.458
8508126,K04299.01,,FALSE POSITIVE,0.980505042,1.40680,26.35,0.0191,1904.0,3100.61,5794.00,4.372,-0.0200,1.0590,0.9630,15.198
12306058,K02541.02,Kepler-391 c,CONFIRMED,20.485389300,10.22900,3.60,0.1530,1015.0,251.16,4938.00,3.450,0.0000,3.3240,1.1360,13.007
8507475,K04300.01,Kepler-1585 b,CONFIRMED,3.582738370,1.52300,1.64,0.0445,1064.0,302.74,5448.00,4.517,0.0700,0.8720,0.9120,15.965
8773015,K04301.01,Kepler-1586 b,CONFIRMED,15.604841000,4.54300,1.57,0.1266,1013.0,248.62,6254.00,4.019,-0.2600,1.7060,1.1100,13.096
4754831,K04365.03,,FALSE POSITIVE,75.681309000,11.62000,1.64,0.3705,560.0,23.25,6297.00,4.155,-0.0600,1.5060,1.1800,12.211
10647452,K04366.01,,CANDIDATE,0.762950224,1.13300,1.00,0.0151,1651.0,1763.73,5385.00,4.610,-0.3600,0.7310,0.7970,15.556
3531231,K07657.01,,FALSE POSITIVE,62.060783000,28.20300,2.11,0.2906,400.0,6.07,5526.00,4.578,-0.2600,0.7840,0.8500,15.745
4773392,K04367.01,,CANDIDATE,170.995748000,3.88000,4.90,0.6757,463.0,10.86,6127.00,3.991,0.2100,1.9830,1.4050,13.985
5471489,K04368.01,,FALSE POSITIVE,12.425273500,20.75600,2.37,0.1117,1299.0,673.53,6156.00,3.703,-0.5800,2.5570,1.2020,13.046
5471489,K04368.02,,FALSE POSITIVE,39.282040500,3.34400,58.67,0.2318,823.0,108.22,6143.00,3.810,-0.6000,2.1360,1.0740,13.046
9011874,K04369.01,,FALSE POSITIVE,361.545612490,25.28000,,,,,,,,,,15.894
9936080,K04431.01,,CANDIDATE,19.565080100,4.24200,0.97,0.1465,791.0,92.77,6180.00,4.294,0.0200,1.2350,1.0900,12.674
9936080,K04431.02,,FALSE POSITIVE,355.799780000,5.97200,1.87,1.0419,324.0,2.60,6350.00,4.225,-0.0600,1.3940,1.1880,12.674
8611344,K04432.01,,FALSE POSITIVE,410.993890000,12.01000,2.09,1.0838,220.0,0.55,5471.00,4.533,0.3000,0.8980,1.0020,15.460
9518651,K04433.01,,FALSE POSITIVE,2.178237520,2.25900,0.64,0.0318,1473.0,1114.80,6052.00,4.422,-0.4400,0.9690,0.9050,14.102
2305311,K04434.01,,FALSE POSITIVE,1.404674486,5.05600,0.86,0.0208,1126.0,379.50,4716.00,4.650,-0.6400,0.6090,0.6030,14.962
6383595,K04231.01,,FALSE POSITIVE,24.909743600,3.85600,2.24,0.1788,912.0,163.58,6596.00,4.037,-0.2200,1.7570,1.2270,13.073
11080405,K02442.02,Kepler-386 b,CONFIRMED,12.310135100,3.79700,1.51,0.0968,651.0,42.42,5009.00,4.491,0.1600,0.8400,0.7970,15.629
11509504,K04232.01,Kepler-1573 b,CONFIRMED,2.615765150,2.77700,1.06,0.0364,1379.0,851.60,6088.00,4.446,-0.4000,0.9580,0.9340,15.180
6599949,K04233.01,,FALSE POSITIVE,409.245200000,13.06000,2.10,1.0364,244.0,0.84,5910.00,4.466,-0.3800,0.9110,0.8860,15.420
11611275,K04234.01,Kepler-1574 b,CONFIRMED,6.942452160,3.49100,1.34,0.0743,1003.0,239.39,6108.00,4.466,0.0700,1.0300,1.1320,15.158
6290935,K04302.01,,CANDIDATE,5.533120060,3.48600,1.05,0.0622,1303.0,680.77,6170.00,4.150,-0.2200,1.4250,1.0470,13.591
12734396,K04303.01,,CANDIDATE,200.721168000,9.91000,3.32,0.6577,327.0,2.72,5566.00,4.275,0.1400,1.1700,0.9400,15.511
11612280,K04304.01,Kepler-1587 b,CONFIRMED,9.406136400,4.88200,1.14,0.0878,981.0,219.36,5855.00,4.240,0.0400,1.2680,1.0200,14.090
5536715,K04305.01,,FALSE POSITIVE,0.935086665,1.12000,1.18,0.0203,2431.0,8250.80,6762.00,4.282,-0.1600,1.3480,1.2760,13.993
8149484,K04306.01,,FALSE POSITIVE,1.489457454,3.02800,1.58,0.0278,2415.0,8026.60,6316.00,3.908,-0.1000,2.0870,1.2850,13.090
12407623,K04370.01,,FALSE POSITIVE,1.181165291,1.01300,1.52,0.0201,1398.0,905.88,5203.00,4.582,-0.2200,0.7470,0.7790,15.971
11444514,K04371.01,Kepler-1596 b,CONFIRMED,66.373298000,8.55900,1.99,0.3237,471.0,11.59,6143.00,4.470,-0.2200,0.9760,1.0270,15.370
9886361,K02732.02,Kepler-403 d,CONFIRMED,13.611650240,7.61700,1.46,0.1211,958.0,198.73,6170.00,4.192,0.2400,1.4990,1.2820,12.805
9702006,K04372.01,Kepler-1953 b,CONFIRMED,6.245646330,2.45900,1.06,0.0607,731.0,67.62,4858.00,4.622,-0.0200,0.7070,0.7860,15.485
6778008,K04373.01,,FALSE POSITIVE,0.945829261,1.71500,0.86,0.0185,1790.0,2433.01,5959.00,4.546,-0.3200,0.8590,0.9480,15.263
8278685,K04435.01,,CANDIDATE,10.861416300,6.02000,1.01,0.0983,899.0,154.68,6339.00,4.454,-0.2800,1.0170,1.0690,13.517
8308260,K04436.01,,FALSE POSITIVE,0.973160836,0.86400,1.22,0.0200,1932.0,3303.84,6108.00,4.466,0.0700,1.0300,1.1320,15.238
8492101,K04437.01,,FALSE POSITIVE,4.059437490,3.24500,2.11,0.0490,1295.0,664.54,5051.00,3.978,0.2600,1.6550,0.9490,13.514
6103377,K03004.02,,CANDIDATE,7.039651410,3.14100,2.72,0.0747,1171.0,445.49,5902.00,4.128,0.1600,1.5130,1.1200,14.935
3660581,K07662.01,,CANDIDATE,4.725191640,3.75100,3.98,0.0652,2250.0,6060.79,6655.00,3.490,-0.4800,3.8310,1.6530,12.358
6343576,K04438.01,,FALSE POSITIVE,6.399037780,3.15000,6.54,0.0799,1780.0,2376.40,5178.00,3.286,-0.2200,4.8560,1.6600,13.507
10794974,K04235.01,,CANDIDATE,66.643456500,2.38500,2.99,0.3301,476.0,12.17,5751.00,4.339,0.3200,1.1640,1.0790,13.224
2449101,K04236.01,,FALSE POSITIVE,0.739761008,7.58900,9.67,0.0113,839.0,117.05,3417.00,4.900,0.0000,0.3500,0.3540,15.049
7259249,K04237.01,,FALSE POSITIVE,0.950735805,1.14340,1.39,0.0196,1908.0,3129.59,6039.00,4.478,0.0700,1.0050,1.1080,15.156
8678691,K04238.01,,FALSE POSITIVE,369.819993000,20.23200,4.25,0.9376,201.0,0.38,4806.00,4.495,0.4800,0.8390,0.8010,15.089
9640924,K04239.01,,FALSE POSITIVE,2.178159350,1.83900,1.22,0.0344,1561.0,1398.42,6258.00,4.413,-0.0200,1.0980,1.1390,14.975
3558849,K04307.01,,CANDIDATE,160.850075000,9.42700,3.41,0.6188,413.0,6.87,5999.00,4.168,0.1800,1.5070,1.2250,14.218
11151677,K04308.01,,FALSE POSITIVE,0.720460644,1.78460,37.33,0.0163,2240.0,5954.82,6304.00,4.435,-0.1400,1.0580,1.1100,14.828
11037128,K04309.01,,FALSE POSITIVE,3.794872100,1.71300,16.10,0.0455,1083.0,325.63,5883.00,4.580,-0.5000,0.7930,0.8810,15.302
6587002,K00612.03,Kepler-196 d,CONFIRMED,122.080495300,4.05400,2.92,0.4484,297.0,1.83,5132.00,4.571,-0.0600,0.7700,0.8050,14.157
5175024,K02563.02,,CANDIDATE,6.261422700,4.77900,0.81,0.0677,1146.0,407.58,6384.00,4.361,-0.2400,1.1210,1.0460,13.973
10991114,K04374.01,,CANDIDATE,3.703867410,1.41000,0.86,0.0446,1012.0,247.20,5496.00,4.592,-0.2400,0.7760,0.8690,14.108
11969092,K04375.01,,FALSE POSITIVE,0.638437699,0.30280,2.48,0.0141,1709.0,2024.34,5073.00,4.571,0.4800,0.8240,0.9220,15.230
2570773,K04376.01,,FALSE POSITIVE,1.891285100,6.18200,19.96,0.0270,1061.0,299.44,4700.00,4.605,0.0000,0.7070,0.7340,16.851
4945764,K04377.01,,CANDIDATE,19.875135500,8.04100,2.49,0.1658,1061.0,299.47,6918.00,4.021,0.0000,2.0040,1.5360,13.543
6356885,K04378.01,,FALSE POSITIVE,343.420460000,11.11000,2.15,0.9617,270.0,1.27,6115.00,4.469,-0.2200,0.9670,0.9990,15.223
3542542,K07658.01,,FALSE POSITIVE,3.471481640,4.67900,0.85,0.0415,970.0,209.73,5297.00,4.626,-0.3400,0.7160,0.8000,15.795
11718389,K04444.01,Kepler-1956 b,CONFIRMED,5.943734920,1.84700,1.14,0.0563,674.0,48.82,4391.00,4.598,0.0400,0.6820,0.6710,15.583
11124703,K04445.01,,FALSE POSITIVE,244.603730000,10.87000,2.10,0.7253,235.0,0.72,5166.00,4.593,0.0000,0.7710,0.8530,15.319
10329196,K04446.01,Kepler-1605 b,CONFIRMED,85.756791900,5.69500,2.99,0.3912,528.0,18.44,5037.00,3.783,0.0800,2.2130,1.0830,12.429
10604592,K04447.01,Kepler-1957 b,CONFIRMED,2.186601880,1.58500,0.98,0.0299,1099.0,345.07,4904.00,4.535,0.0000,0.7720,0.7450,14.793
9834731,K03043.02,,CANDIDATE,7.292989100,4.05300,0.73,0.0723,904.0,158.19,5959.00,4.549,-0.3200,0.8560,0.9450,14.829
9593773,K04240.01,,FALSE POSITIVE,3.133935600,4.47700,1.58,0.0432,1315.0,704.95,6137.00,4.460,-0.0600,1.0180,1.0860,15.725
9285568,K04241.01,Kepler-1575 b,CONFIRMED,2.553150310,1.84900,1.25,0.0366,1312.0,699.70,5970.00,4.521,-0.1800,0.9080,0.9960,15.424
7604328,K02458.02,Kepler-1245 c,CONFIRMED,2.936587946,1.89520,1.77,0.0372,1190.0,473.18,5455.00,4.421,-0.2000,0.9090,0.7950,15.404
9514372,K04242.01,,CANDIDATE,145.786556000,4.89100,1.82,0.5250,331.0,2.84,5578.00,4.440,0.0000,0.9500,0.9050,14.410
9777757,K04243.01,,FALSE POSITIVE,1.332542120,3.84800,1.45,0.0262,2694.0,12477.61,6613.00,3.870,-0.2400,2.2370,1.3550,13.000
7103919,K04310.01,Kepler-1950 b,CONFIRMED,10.776994400,2.61600,1.15,0.0871,752.0,75.83,5455.00,4.457,-0.3400,0.8520,0.7590,14.587
3762750,K07668.01,,CANDIDATE,2.509334400,1.83300,1.47,0.0377,1483.0,1143.04,6278.00,4.425,-0.0600,1.0810,1.1320,15.588
8645191,K04311.01,,FALSE POSITIVE,0.918921494,0.94250,1.49,0.0180,1697.0,1960.12,5655.00,4.561,-0.1400,0.8330,0.9260,15.606
10722485,K04312.01,Kepler-1588 b,CONFIRMED,7.849318770,3.74700,0.81,0.0726,925.0,172.98,5678.00,4.365,-0.2800,0.9900,0.8280,13.858
9717958,K04313.01,,FALSE POSITIVE,67.712598800,1.53800,82.63,0.3094,460.0,10.63,6309.00,4.517,-0.9400,0.8470,0.8600,14.213
8128067,K04314.01,,FALSE POSITIVE,12.428557600,13.98000,2.22,0.0987,669.0,47.26,5492.00,4.604,-0.3400,0.7520,0.8410,15.663
7703910,K04379.01,,FALSE POSITIVE,1.275511306,1.88900,0.84,0.0229,1739.0,2160.97,5921.00,4.418,-0.1000,1.0150,0.9840,15.083
7777818,K04380.01,,FALSE POSITIVE,5.781599560,2.22200,1.70,0.0700,1475.0,1117.19,6443.00,4.023,-0.0600,1.8840,1.3710,13.384
9851360,K04381.01,,FALSE POSITIVE,8.480501900,8.34500,1.26,0.0726,781.0,87.82,5555.00,4.554,-0.7400,0.7370,0.7090,15.313
9886361,K02732.04,,CANDIDATE,24.560710700,8.67900,1.13,0.1794,787.0,90.55,6170.00,4.192,0.2400,1.4990,1.2820,12.805
6937529,K04382.01,Kepler-1597 b,CONFIRMED,2.946489350,3.15500,0.89,0.0427,1497.0,1187.50,6481.00,4.378,-0.0800,1.1710,1.1940,14.144
9490653,K04173.01,,FALSE POSITIVE,1.227986164,1.55100,1.17,0.0214,1673.0,1846.47,5746.00,4.435,-0.2800,0.9310,0.8610,14.966
3328027,K04174.01,,FALSE POSITIVE,2.115488830,4.00800,1.29,0.0329,1426.0,978.38,5952.00,4.489,0.0200,0.9710,1.0570,15.627
3644631,K07659.01,,FALSE POSITIVE,358.962470000,23.49000,2.37,0.9901,242.0,0.81,5743.00,4.527,0.0400,0.9040,1.0030,15.389
9640931,K04175.01,,FALSE POSITIVE,2.178151960,2.44500,1.09,0.0302,1139.0,395.98,5357.00,4.634,-0.4600,0.7000,0.7750,15.916
5125196,K04176.01,,FALSE POSITIVE,342.315407000,12.47600,3.15,1.0088,304.0,2.03,6425.00,4.373,-0.0800,1.1640,1.1680,15.091
9640962,K04177.01,,FALSE POSITIVE,1.089077224,2.70500,1.00,0.0199,1458.0,1068.22,5118.00,4.547,0.2600,0.8300,0.8830,15.472
5097454,K04244.01,,FALSE POSITIVE,1.288066288,6.46160,34.84,0.0199,1310.0,692.00,5233.00,4.625,-0.9600,0.6390,0.6270,15.313
12737015,K04245.01,,CANDIDATE,24.668383100,8.55600,1.76,0.1786,788.0,91.32,6059.00,4.151,0.1600,1.5540,1.2490,13.572
3663141,K07663.01,,FALSE POSITIVE,2.318942840,5.32100,0.87,0.0344,1375.0,844.12,5780.00,4.438,0.0000,1.0000,1.0000,13.232
5177859,K04246.01,Kepler-1576 b,CONFIRMED,6.984721430,2.72400,1.19,0.0726,1059.0,297.15,5839.00,4.279,0.1200,1.2270,1.0440,13.382
8482059,K04247.01,,CANDIDATE,349.410470000,15.02000,2.41,0.9902,253.0,0.97,5878.00,4.512,0.0700,0.9450,1.0580,15.346
4568117,K04248.01,,FALSE POSITIVE,0.562563871,1.59100,0.69,0.0140,2626.0,11201.45,6577.00,4.381,-0.2600,1.1450,1.1540,13.540
10342248,K04315.01,,FALSE POSITIVE,0.933734580,4.36400,0.93,0.0180,1573.0,1446.48,5335.00,4.577,0.0200,0.8040,0.8910,14.760
9777290,K04316.01,,FALSE POSITIVE,1.332519480,3.73300,1.64,0.0236,1751.0,2218.21,5926.00,4.381,-0.1000,1.0580,0.9820,16.334
8548427,K04317.01,,FALSE POSITIVE,168.846630000,9.75000,1.45,0.6188,329.0,2.78,5897.00,4.489,0.2100,0.9920,1.1060,13.859
9286088,K04318.01,,CANDIDATE,14.816292500,4.97300,1.57,0.1253,912.0,163.33,6356.00,4.270,0.0000,1.3250,1.1910,12.583
6289344,K04319.01,,FALSE POSITIVE,160.412202200,4.92000,4.45,0.5375,270.0,1.26,5269.00,4.620,-0.2800,0.7270,0.8120,15.407
6937529,K04382.02,,CANDIDATE,3.981670880,3.60900,0.79,0.0522,1356.0,798.79,6484.00,4.377,-0.0800,1.1730,1.1950,14.144
9883606,K04383.01,Kepler-1598 b,CONFIRMED,4.341953120,2.59800,0.94,0.0527,1236.0,552.70,6164.00,4.378,-0.1200,1.0900,1.0320,13.874
5860968,K04384.01,Kepler-1599 b,CONFIRMED,122.358116000,10.76800,2.15,0.4823,407.0,6.46,5998.00,4.324,-0.1200,1.1390,0.9980,14.945
3645438,K04385.01,Kepler-1600 c,CONFIRMED,7.298142000,3.02400,1.60,0.0689,786.0,90.04,5119.00,4.508,0.1000,0.8340,0.8180,15.825
8480582,K04386.01,Kepler-1702 b,CONFIRMED,18.501089800,3.17900,1.62,0.1275,555.0,22.40,5242.00,4.613,-0.2400,0.7340,0.8150,15.789
5197233,K04178.01,,CANDIDATE,7.016016000,3.80000,1.72,0.0753,1138.0,396.43,6642.00,4.390,-0.3000,1.1360,1.1570,14.404
10936786,K04179.01,,FALSE POSITIVE,0.569961046,1.44600,1.04,0.0135,2743.0,13463.04,5814.00,4.066,-0.0600,1.5490,1.0190,13.333
7119481,K00566.03,,CANDIDATE,42.068554000,5.72300,1.32,0.2400,541.0,20.28,6122.00,4.487,-0.1800,0.9640,1.0410,14.718
6938264,K04180.01,,FALSE POSITIVE,1.121634781,1.15500,0.60,0.0191,1225.0,529.90,4518.00,4.589,0.2200,0.7200,0.7350,13.958
9899315,K04181.01,,FALSE POSITIVE,1.332569790,3.29300,0.97,0.0239,1692.0,1943.76,6089.00,4.495,-0.1800,0.9500,1.0310,15.377
9541089,K04182.01,,FALSE POSITIVE,0.536650896,4.70200,18.45,0.0124,2163.0,5179.76,5819.00,4.494,-0.3200,0.8810,0.8840,13.956
3650049,K04249.01,,FALSE POSITIVE,397.736990000,11.76000,3.05,0.9466,211.0,0.47,5313.00,4.521,-0.4400,0.7680,0.7140,15.086
9641076,K04250.01,,FALSE POSITIVE,2.178186990,2.68600,1.03,0.0312,1347.0,776.45,5584.00,4.428,-0.1600,0.9320,0.8490,15.123
8741470,K04251.01,,CANDIDATE,6.239683920,0.66800,1.55,0.0654,1060.0,299.03,5751.00,4.303,0.0000,1.1430,0.9560,13.795
11125613,K02485.02,Kepler-1254 c,CONFIRMED,3.600828550,1.93800,1.36,0.0422,927.0,174.45,4838.00,4.524,0.1800,0.7960,0.7710,15.311
10525049,K04252.01,Kepler-1948 b,CONFIRMED,15.571412100,2.29400,0.72,0.1022,399.0,5.98,3872.00,4.714,0.1200,0.5570,0.5850,13.977
9896018,K02579.02,Kepler-1859 c,CONFIRMED,3.596450810,2.66100,1.66,0.0473,1327.0,732.82,5887.00,4.292,0.1600,1.2350,1.0900,15.147
5095082,K04320.01,Kepler-1951 b,CONFIRMED,20.657944300,8.79800,1.27,0.1435,728.0,66.27,5468.00,4.171,0.1400,1.3060,0.9230,14.216
12418891,K04321.01,,FALSE POSITIVE,0.760941405,1.77300,1.18,0.0162,1817.0,2591.44,5629.00,4.553,0.0700,0.8700,0.9870,15.855
3839294,K07669.01,,FALSE POSITIVE,137.665706000,3.73200,15.41,0.6051,720.0,63.38,4832.00,2.953,0.0400,6.8970,1.5530,13.199
7698701,K04322.01,,FALSE POSITIVE,370.902370000,10.55800,1.97,0.9892,238.0,0.76,5835.00,4.554,-0.2400,0.8470,0.9350,14.830
7698701,K04322.02,,FALSE POSITIVE,321.550870000,5.86300,1.68,0.8994,250.0,0.92,5835.00,4.554,-0.2400,0.8470,0.9350,14.830
2830919,K04387.01,,FALSE POSITIVE,1.540389140,1.68300,0.84,0.0256,1638.0,1701.30,5974.00,4.422,-0.2600,0.9890,0.9440,14.753
9588822,K04388.01,,FALSE POSITIVE,71.762363020,29.43500,25.76,0.3784,665.0,46.35,5529.00,3.685,-0.0400,2.8170,1.4020,12.045
2997459,K04389.01,,CANDIDATE,16.336886300,3.59700,1.27,0.1186,642.0,40.22,5410.00,4.490,-0.1000,0.8590,0.8340,15.050
8330207,K04390.01,,CANDIDATE,1.636682620,1.90700,103.99,0.0304,2562.0,10160.30,5234.00,3.436,-0.3600,3.7390,1.3900,16.494
5881813,K02744.02,,CANDIDATE,11.615625000,2.23300,2.84,0.0981,905.0,158.69,5332.00,4.083,0.1800,1.4530,0.9320,15.162
11560897,K02365.02,Kepler-430 c,CONFIRMED,110.978266000,11.31200,1.86,0.4808,463.0,10.84,5883.00,4.149,0.2000,1.5290,1.2050,13.848
10858737,K04183.01,,FALSE POSITIVE,0.952378454,3.89200,1.46,0.0203,2528.0,9651.76,6963.00,4.250,-0.4000,1.3750,1.2330,13.541
6752002,K04184.01,Kepler-1945 b,CONFIRMED,6.080037140,1.30800,1.07,0.0597,808.0,100.72,4991.00,4.513,0.0400,0.8040,0.7670,13.473
7257966,K04185.01,Kepler-1946 b,CONFIRMED,3.035206175,0.61820,3.59,0.0394,1143.0,403.53,5505.00,4.503,-0.0400,0.8730,0.8870,15.556
3644738,K07660.01,,FALSE POSITIVE,358.968440000,21.71000,2.70,0.9972,263.0,1.13,6117.00,4.496,-0.2200,0.9470,1.0250,15.360
9406892,K04186.01,,FALSE POSITIVE,2.213164370,3.87400,0.95,0.0300,1374.0,841.98,5921.00,4.465,-0.9600,0.8300,0.7330,14.400
9202434,K04253.01,,CANDIDATE,173.257837200,2.02700,117.29,0.6528,376.0,4.73,6392.00,4.399,0.0700,1.1620,1.2320,14.201
8487645,K04254.01,,FALSE POSITIVE,0.530967987,1.81200,1.08,0.0163,4196.0,73103.16,8473.00,4.123,0.2100,2.0520,2.0360,12.717
10407482,K04255.01,Kepler-1577 b,CONFIRMED,6.305583870,2.61900,2.52,0.0657,1125.0,378.90,4934.00,3.927,0.2800,1.7560,0.9520,15.056
5817613,K04256.01,,FALSE POSITIVE,4.205860800,7.39000,1.14,0.0498,1012.0,248.04,5590.00,4.560,-0.0600,0.8390,0.9340,15.892
7901016,K04257.01,,CANDIDATE,41.675750900,10.84800,2.10,0.2375,690.0,53.72,5745.00,3.957,-0.1600,1.7630,1.0270,13.340
5385410,K04323.01,,CANDIDATE,11.495895670,2.25600,1.59,0.1037,1057.0,295.46,6290.00,4.133,-0.1400,1.5060,1.1230,13.582
9910942,K04324.01,,FALSE POSITIVE,8.480332600,5.91800,1.35,0.0856,1390.0,882.07,6245.00,3.826,-0.4400,2.1790,1.1600,12.797
7749002,K04325.01,,CANDIDATE,0.609926502,1.25290,1.12,0.0144,2141.0,4990.14,5936.00,4.501,0.0700,0.9650,1.0750,15.682
10924340,K04326.01,,FALSE POSITIVE,0.750744255,1.79210,17.07,0.0162,2074.0,4387.10,6187.00,4.499,-0.3200,0.9370,1.0110,13.941
5371777,K04327.01,Kepler-1589 b,CONFIRMED,0.991659646,2.21500,1.19,0.0205,2102.0,4614.18,6117.00,4.315,0.1400,1.2440,1.1700,14.978
3848083,K07670.01,,CANDIDATE,8.479526600,6.05200,1.18,0.0827,865.0,132.02,5841.00,4.520,0.0700,0.9310,1.0470,15.994
6359926,K04391.01,,CANDIDATE,49.474696600,10.46000,1.62,0.2583,498.0,14.50,5952.00,4.475,-0.2800,0.9280,0.9400,14.955
6629993,K04392.01,,FALSE POSITIVE,118.609553000,22.74000,2.86,0.4346,299.0,1.88,5017.00,4.531,0.0200,0.7920,0.7760,15.133
8324518,K04393.01,,CANDIDATE,1.628882670,1.72000,0.92,0.0261,1327.0,733.67,5398.00,4.571,-0.0200,0.8110,0.8960,15.295
10427700,K04394.01,,FALSE POSITIVE,0.616386349,0.81360,2.94,0.0162,3552.0,37463.63,5665.00,3.580,-0.2000,3.2660,1.4780,12.985
3103473,K04395.01,,CANDIDATE,1.920062587,1.43700,1.12,0.0283,1189.0,471.84,5266.00,4.611,-0.2200,0.7410,0.8300,15.686
11296045,K04396.01,,FALSE POSITIVE,88.913231390,2.92000,,,,,,,,,,12.981
